Feature	Gain	Cover	Frequency
ctrx_quarter	0.10687350633539	0.0154768140725983	0.0109040192722201
mcaja_ahorro	0.094229133252595	0.0125035190711454	0.0129326740205401
mtarjeta_visa_consumo	0.0850818793797581	0.0126234618460256	0.00862178268036009
cpayroll_trx	0.0744342326081206	0.0291747088096412	0.00494484594903005
ctarjeta_visa_transacciones	0.0660218740621195	0.0118331923363363	0.00786103714974008
mpayroll	0.0626269044259311	0.0243863995267268	0.00633954608850006
Visa_msaldopesos	0.0474766087437564	0.00535856197772726	0.0102700646633701
ctarjeta_debito_transacciones	0.0383449466606817	0.0114542349464084	0.00862178268036009
mcuentas_saldo	0.0380483220837474	0.0218140380106343	0.0252313934322303
mprestamos_personales	0.0310031384412797	0.0247748423651279	0.0130594649423101
mpasivos_margen	0.0253315170551927	0.0078699495982159	0.0114111829593001
Visa_mpagominimo	0.0206308810147251	0.016315785475404	0.0117915557246101
Visa_status	0.016642761476072	0.0393869966354756	0.00646633701027006
mactivos_margen	0.0135164645887227	0.0215177142750599	0.0220616203879802
mrentabilidad_annual	0.011861009926375	0.0164605513758615	0.0259921389628503
mtransferencias_recibidas	0.00976376824638197	0.0111307248641558	0.0168631925954102
cproductos	0.00973509838338382	0.0128681250100978	0.0171167744389502
mcuenta_corriente	0.00735023982928614	0.0129096721117715	0.0216812476226702
cprestamos_personales	0.00731462312296763	0.00529325240876544	0.0120451375681501
cliente_edad	0.00661713247854379	0.0221410836205178	0.0243438569798402
mcomisiones_mantenimiento	0.00626084347258245	0.0219510722704042	0.0139470013947001
matm	0.00622988293451157	0.00306736329648651	0.00494484594903005
Master_fechaalta	0.00614883063138076	0.0104045926168981	0.0195258019525802
Visa_msaldototal	0.00589133968421009	0.00677314519091275	0.0120451375681501
Master_status	0.0058033239723943	0.0177578015917997	0.00367693673133004
Visa_fechaalta	0.0056662814909555	0.0120949702453484	0.0166096107518702
mcuenta_debitos_automaticos	0.00547841924330655	0.00709254289628926	0.0097629009762901
ccallcenter_transacciones	0.00540481069012503	0.0177697619096144	0.00862178268036009
