fecha	cp	minsplit	minbucket	maxdepth	xval_folds	ganancia
20210907 073431	-0.597541112809249	2530	1256	18	5	3852500
20210907 073526	-0.0378685347010501	1847	920	11	5	4122500
20210907 073608	-0.591129310583853	1727	727	7	5	4793750
20210907 073704	-0.14865361114203	1746	339	11	5	5098750
20210907 073728	-0.0925978037699754	8000	1560	3	5	2630000
20210907 073831	-0.346305629472103	2738	770	20	5	4731250
20210907 073857	-0.918874259932171	2735	1365	3	5	3582500
20210907 073934	-0.0267432712413342	2300	1149	6	5	4236250
20210907 074021	-0.828581948204936	1265	1	8	5	3713750
20210907 074223	-0.707687414585919	1343	389	13	5	5215000
20210907 074349	-0.658551700522635	1394	148	12	5	4615000
20210907 074520	-0.584858813282668	1334	38	20	5	3668750
20210907 074631	-0.666525779618182	1342	453	17	5	5035000
20210907 074723	-0.446393644058884	1098	275	8	5	5086250
20210907 074749	-0.117204903488084	1345	73	3	5	2598750
20210907 074825	-0.92363561559944	7999	608	6	5	2630000
20210907 074925	-0.662117978622689	2762	185	11	5	4835000
20210907 075120	-0.710974660700715	1991	995	20	5	4252500
20210907 075239	-0.924563430277598	2791	1389	17	5	3710000
20210907 075338	-0.117306234741927	2225	1112	13	5	4295000
20210907 075422	0.0125927697997769	1419	567	8	5	0
20210907 075523	-0.0114323610011481	2017	640	18	5	5038750
20210907 075625	-0.00813540095360525	2953	168	13	5	4912500
20210907 075648	-0.55104631190006	7999	1919	3	5	2630000
20210907 075711	-0.2147802427527	7596	324	3	5	2630000
20210907 075801	-0.646375184463234	7961	1852	13	5	2630000
20210907 075824	-0.0153718605986987	3053	732	3	5	3666250
20210907 075931	-0.677687381674436	1474	304	15	5	4782500
20210907 080131	-0.577075776092017	2545	176	9	5	4688750
20210907 080302	-0.600861941323234	1273	189	15	5	5206250
20210907 080402	-0.16617295213374	1227	610	11	5	4346250
20210907 080441	-0.0646062207850576	6358	1675	7	5	2630000
20210907 080504	0.0999218537120325	6064	2000	18	5	0
20210907 080544	-0.613468823381029	4001	2000	7	5	2117500
20210907 080625	-0.0139691921745188	2966	842	7	5	4353750
20210907 080703	-0.578984165614381	1319	474	6	5	5305000
20210907 080727	0.0998306930064172	7998	1154	13	5	0
20210907 080812	-0.72940183052746	2895	594	8	5	4957500
20210907 080835	-0.485731556445464	7212	1	3	5	2630000
20210907 080919	-0.216463370667196	2933	680	8	5	4761250
20210907 081038	-0.652723481505156	1311	179	19	5	5301250
20210907 081138	-0.0184933296113611	2850	501	13	5	5037500
20210907 081335	-0.779962946206178	1306	527	8	5	5053750
20210907 081507	-0.443779151546062	1618	180	12	5	5076250
20210907 081554	-0.0702265915318245	2200	733	7	5	4825000
20210907 081657	-0.560081133351024	2084	395	14	5	5247500
20210907 081803	-0.650016043536497	2475	377	20	5	5036250
20210907 081847	-0.0771255511415564	3054	529	7	5	4760000
20210907 082001	-0.612587762164546	7993	182	20	5	2630000
20210907 082056	-0.794251432486631	1280	190	10	5	5367500
20210907 082212	-0.629817268554203	1270	178	17	5	5340000
20210907 082256	-0.943008126045343	2102	190	8	5	5236250
20210907 082345	-0.575517573462657	7082	1998	20	5	2630000
20210907 082453	-0.31207462002328	1717	385	17	5	5341250
20210907 082544	-0.133388278033837	4799	2000	20	5	2206250
20210907 082906	-0.502885835832622	6656	1	20	5	2257500
20210907 083040	-0.902826173237477	2946	183	9	5	4902500
20210907 083153	-0.0101726687340799	2055	245	19	5	4926250
20210907 083258	-0.0186847425515327	2641	289	13	5	4796250
20210907 083347	-0.93510001703928	1347	376	8	5	5193750
20210907 083439	-0.872012951033672	1344	191	8	5	5543750
20210907 083532	-0.865003084136673	1491	256	9	5	4853750
20210907 083633	-0.081334158926682	2282	579	12	5	4850000
20210907 083731	-0.0246601883181442	1854	758	11	5	4640000
20210907 083836	-0.94755170315498	1310	182	13	5	5300000
20210907 083930	-0.729078220037118	5912	1592	20	5	2035000
20210907 083954	0.0999712693072969	4127	122	19	5	0
20210907 084037	-0.449151724704132	7995	414	8	5	2630000
20210907 084127	-0.916852862116803	1427	199	8	5	5325000
20210907 084216	-0.657622108780636	894	195	8	5	4415000
20210907 084323	-0.813535897273056	2735	401	18	5	5013750
20210907 084437	-0.353446288296446	1418	214	17	5	4615000
20210907 084741	-0.648705227882092	2249	191	6	5	4340000
20210907 084926	-0.418421651631538	1273	170	12	5	5366250
20210907 085043	-0.869462989475752	3473	179	19	5	4605000
20210907 085105	-0.808807223194568	7999	173	3	5	2630000
20210907 085129	-0.243601312324294	7125	1977	3	5	2630000
20210907 085218	-0.408897615766889	1209	169	8	5	5136250
20210907 085242	0.0996507122480713	5055	1926	3	5	0
20210907 085333	-0.241575104563184	5954	1986	17	5	2630000
20210907 085429	-0.672042125876852	7373	834	20	5	2630000
20210907 085453	-0.523173786812728	6013	414	3	5	2630000
20210907 085601	-0.49376083343879	2831	390	20	5	5013750
20210907 085642	-0.18964276813278	6548	406	8	5	2516250
20210907 085706	-0.954284532589564	6288	1781	3	5	2630000
20210907 085801	-0.81225202586994	7999	838	18	5	2630000
20210907 085923	-0.254241736426207	7987	1	19	5	2348750
20210907 090212	-0.99406840120764	4269	188	20	5	3537500
20210907 090353	-0.427097810033253	1697	434	14	5	5043750
20210907 090745	-0.00896245139161905	1374	2	19	5	3778750
20210907 090846	-0.73322412568633	3755	1877	3	5	2530000
20210907 090909	-0.506570302302203	7479	1108	3	5	2630000
20210907 090959	-0.948865083753917	3618	1327	10	5	2986250
20210907 091046	-0.507380846708816	6908	1729	10	5	2630000
20210907 091154	-0.307333458201207	1794	343	20	5	5098750
20210907 091300	-0.152697066314616	2949	399	18	5	5013750
20210907 091400	-0.765513359977943	1860	630	13	5	4987500
20210907 091424	-0.00898731798299578	5741	2	3	5	2630000
20210907 091501	-0.436867685993752	2256	1127	6	5	4293750
20210907 091539	-0.91073179161739	2062	593	6	5	4898750
20210907 091643	-0.00835175470015158	2632	397	15	5	5013750
20210907 091913	-0.365872856453678	7492	1411	16	5	2630000
20210907 092022	-0.812148213705169	2054	1025	6	5	4381250
20210907 092117	-0.869796957010944	2574	996	12	5	3911250
20210907 092211	-0.117669686107112	6864	1097	20	5	2630000
20210907 092314	-0.00846970011946722	2571	583	16	5	4937500
20210907 092433	-0.231375674331352	1357	169	19	5	5368750
20210907 092553	-0.158712445031353	1354	165	19	5	5370000
20210907 092655	-0.787206294195902	2150	185	10	5	4956250
20210907 092720	-0.813814078763561	7025	1451	3	5	2630000
20210907 092824	-0.301927005631221	2645	613	17	5	4897500
20210907 093231	-0.110149076462346	1345	468	13	5	5050000
20210907 093423	-0.872278124397427	1968	392	18	5	5065000
20210907 093514	-0.811038088695328	7846	1918	20	5	2630000
20210907 093629	-0.00579403472170995	1922	512	17	5	4950000
20210907 093652	-0.0109072441476297	6917	2000	3	5	2630000
20210907 093745	-0.31822100441538	4012	1999	20	5	2117500
20210907 093839	-0.50716570501402	7976	751	14	5	2630000
20210907 093904	-0.313000688918636	5267	1768	3	5	2630000
20210907 094012	-0.814888239234907	1338	396	20	5	5183750
20210907 094109	-0.441650761858943	3443	1718	14	5	2595000
20210907 094302	-0.22184988551752	7998	1708	16	5	2630000
20210907 094353	-0.311449415170314	2829	1400	3	5	3557500
20210907 094507	-0.673195353114627	1320	170	17	5	5366250
20210907 094619	-0.0491449916920056	3544	205	18	5	4333750
20210907 094703	-0.456573800268685	3754	405	8	5	3361250
20210907 094800	-0.334533539630803	1714	617	8	5	5057500
20210907 094904	-0.73169140778632	4293	357	20	5	3297500
20210907 094955	-0.0414217653925252	5614	1999	19	5	2225000
20210907 095307	-0.283768265451198	1699	427	19	5	5130000
20210907 095453	-0.123593566480617	2829	458	18	5	5018750
20210907 095610	-0.99878792941591	519	257	20	5	2712500
20210907 095721	-0.191703936254409	4069	282	19	5	3297500
20210907 095820	-0.653253108619814	2058	1018	14	5	4276250
20210907 095929	-0.592176697844514	1698	395	20	5	5150000
20210907 100031	-0.736199952868475	2761	644	20	5	4968750
20210907 100136	-0.459834420443277	1712	450	16	5	4916250
20210907 100231	-0.229340036352841	1362	259	10	5	5192500
20210907 100307	-0.570823098676645	3000	1500	6	5	3253750
20210907 100352	-0.899215756985403	1316	608	8	5	4773750
20210907 105130	-0.554823674331646	1789	168	12	5	5010000
20210907 105230	-0.943817441432524	1304	604	8	5	4821250
20210907 105333	-0.651580661774273	1806	894	17	5	4190000
20210907 105456	-0.963757251843737	1713	189	20	5	5090000
20210907 105611	-0.942821478145291	2945	175	17	5	4913750
20210907 105720	-0.593445563450345	1716	396	20	5	5345000
20210907 105814	-0.437181918087215	1743	509	10	5	5043750
20210907 105910	-0.312616616292567	1747	612	11	5	4907500
20210907 110000	-0.856614418155482	1432	174	8	5	5061250
20210907 110026	-0.509339155199917	3457	628	3	5	3666250
20210907 110135	-0.0196973989618945	1355	503	19	5	4770000
20210907 110234	-0.762198123721356	1323	193	11	5	5333750
20210907 110304	-0.589959164429244	1310	351	3	5	3635000
20210907 110420	-0.727428279737706	1296	267	18	5	5172500
20210907 110623	-0.904748628509427	1798	190	9	5	5121250
20210907 110736	-0.684856394650129	1300	180	10	5	5366250
20210907 110814	-0.574354253654311	2879	1438	6	5	3792500
20210907 110853	-0.481820634819257	2022	1010	6	5	4362500
20210907 110952	-0.74705259854818	2830	1411	20	5	3788750
20210907 111034	-0.338545036862594	2608	1070	7	5	3881250
20210907 111059	-0.688186999471983	4102	1044	3	5	3656250
20210907 111151	-0.901022543928675	2853	728	10	5	4870000
20210907 111245	-0.0786211781864018	7986	1282	14	5	2630000
20210907 111310	-0.870584604542717	7175	825	3	5	2630000
20210907 111420	-0.112567257459607	7443	1	14	5	2456250
20210907 111516	-0.689160123620417	3972	1986	20	5	2117500
20210907 111542	-0.0122887494933554	2731	1353	3	5	3575000
20210907 111608	-0.590454035562766	5506	1610	3	5	2630000
20210907 111633	-0.818018791270617	3191	1593	3	5	3201250
20210907 111741	-0.286426877527929	1281	530	11	5	4512500
20210907 111846	-0.510300507199642	2616	642	20	5	4968750
20210907 112001	-0.467683941111418	1872	471	19	5	5050000
20210907 112417	-0.80613192553358	2418	592	8	5	4921250
20210907 112618	-0.0586746043416663	1476	164	13	5	5255000
20210907 112711	-0.957302979838832	7103	1850	17	5	2630000
20210907 112802	-0.310893430072159	7996	1922	14	5	2630000
20210907 112855	-0.569640692607478	8000	1456	20	5	2630000
20210907 112918	-0.129221973475209	6593	1380	3	5	2630000
20210907 113018	-0.999821229349275	7059	691	20	5	2630000
20210907 113209	-0.810689279293446	3596	1792	18	5	2262500
20210907 113418	-0.0656288895236268	2742	185	19	5	4835000
20210907 113509	-0.475500052487586	8000	1953	20	5	2630000
20210907 113620	-0.586869342833032	2330	394	12	5	4935000
20210907 113731	-0.983597331879608	1309	259	15	5	5192500
20210907 113847	-0.0599890604656953	1702	399	17	5	5157500
20210907 114003	-0.458771692056229	1341	190	16	5	5302500
20210907 114027	-0.00951098342791489	5968	1045	3	5	2630000
20210907 114109	-0.985207751092349	7999	245	8	5	2630000
20210907 114219	-0.727605817305034	7987	282	20	5	2630000
20210907 114307	-0.73780496966762	7610	2000	10	5	2630000
20210907 114424	-0.872481113854608	3100	291	15	5	4513750
20210907 114732	-0.436831470034681	1306	173	16	5	5402500
20210907 114920	-0.510008286493387	1768	606	12	5	4951250
20210907 114944	0.0999347639383685	6475	1496	3	5	0
20210907 115049	-0.652200505771505	1320	336	14	5	4852500
20210907 115203	-0.958341043836792	1338	175	15	5	5340000
20210907 115404	-0.872015833271003	2864	441	3	5	3635000
20210907 115534	-0.596646308099322	2060	604	14	5	5095000
20210907 115635	-0.412256142423211	2647	1323	14	5	3916250
20210907 115726	-0.475486256298718	67	32	8	5	3608750
20210907 115751	-0.476909504485652	2711	1182	3	5	3656250
20210907 115851	-0.561676566341665	3974	1504	14	5	2555000
20210907 115954	-0.986178731067496	3767	769	20	5	3113750
20210907 120104	-0.617618691036623	1807	383	19	5	5211250
20210907 120216	-0.740859575155237	2847	363	20	5	4992500
20210907 120327	-0.568077262620561	2002	424	18	5	5091250
20210907 120424	-0.362097889823802	7181	952	14	5	2630000
20210907 120544	-0.130759419058593	7994	177	3	5	2630000
20210907 120624	-0.999978621050288	4969	1672	3	5	2630000
20210907 120648	-0.438728722839567	4372	920	3	5	3656250
20210907 120735	-0.151108709056249	1351	188	8	5	5545000
20210907 120921	-0.00650750532343859	2336	568	20	5	4850000
20210907 121021	-0.0132433441613475	3426	1712	6	5	2595000
20210907 121119	-0.113736361223194	7995	585	20	5	2630000
20210907 121218	-0.00824889405135207	3620	1124	13	5	2841250
20210907 121257	-0.869475494065243	1725	828	6	5	4005000
20210907 121324	0.0998665014784441	3570	1	3	5	0
20210907 121429	-0.901338008444706	2055	624	15	5	5125000
20210907 121535	-0.991535774502359	2858	693	15	5	4761250
20210907 121638	-0.495868787803201	1268	425	8	5	5078750
20210907 121736	-0.992435225161893	2192	1093	10	5	4208750
20210907 121832	-0.983270855697444	2796	569	10	5	4937500
20210907 121938	-0.735629902945647	1676	753	19	5	4660000
20210907 122044	-0.507960319210243	7986	353	20	5	2630000
20210907 122111	-0.687520163104457	7320	609	3	5	2630000
20210907 122138	-0.75525034549963	4403	1381	3	5	3582500
20210907 122359	-0.98273906046726	3386	64	15	5	3146250
20210907 122631	-0.992256508600892	1843	921	20	5	4128750
20210907 122756	-0.610280741508641	2637	1014	20	5	3925000
20210907 122907	-0.987168989404118	2055	396	19	5	5177500
20210907 123116	-0.967265598404944	1321	406	16	5	5230000
20210907 123237	-0.29104866934359	6740	1579	20	5	2630000
20210907 123319	-0.698284883884997	1329	604	6	5	5233750
20210907 123415	-0.725168572582833	2808	366	11	5	4992500
20210907 123516	-0.123821204952268	3246	1620	20	5	3e+06
20210907 123658	-0.999935242598126	7890	1477	18	5	2630000
20210907 123835	-0.00966945361565961	3417	1	13	5	2871250
20210907 123944	-0.412708302503011	1740	706	20	5	4917500
20210907 124022	-0.773029933697138	2945	419	6	5	4708750
20210907 124048	-0.0539793830329656	1466	727	3	5	3666250
20210907 124202	-0.73181815372932	1404	555	14	5	4930000
20210907 124243	-0.634196194265034	1321	484	6	5	5268750
20210907 124325	-0.681610807640152	1323	530	6	5	5286250
20210907 124412	-0.0511007987959348	2912	417	7	5	4760000
20210907 124501	-0.473210401618726	1306	354	8	5	4991250
20210907 124544	-0.0840353753601285	2501	1245	7	5	3848750
20210907 124622	-0.0139302040962163	7994	1432	6	5	2630000
20210907 124703	-0.454730461076433	1273	633	6	5	5045000
20210907 124817	-0.653195836931459	1295	178	16	5	5340000
20210907 125040	-0.2196892640297	1732	653	8	5	5041250
20210907 125240	-0.663796529208645	2157	180	17	5	4910000
20210907 125333	-0.313194252554321	5405	1117	10	5	1540000
20210907 125455	-0.770240310256801	2810	591	16	5	4937500
20210907 125602	-0.0790512639223639	1320	170	13	5	5366250
20210907 125706	-0.0561264519169032	1352	176	12	5	5272500
20210907 125830	-0.0582198393153702	1331	169	19	5	5368750
20210907 125936	-0.234524773546747	1999	987	20	5	4276250
20210907 130003	-0.134321267224615	2918	484	3	5	3635000
20210907 130245	-0.0110288993213824	2066	581	18	5	5092500
20210907 130453	-0.00654014650165794	1754	428	19	5	5222500
20210907 130619	-0.364948923494721	1334	167	19	5	5370000
20210907 130645	-0.38110068972857	3814	1906	3	5	2536250
20210907 130808	-0.00555095562012149	1686	176	18	5	5135000
20210907 130832	-0.455328068607731	7140	272	3	5	2630000
20210907 130940	-0.391458155955735	1844	621	16	5	4987500
20210907 131148	-0.613096571080212	1333	178	13	5	5340000
20210907 131242	-0.999826625332204	7890	465	3	5	2630000
20210907 131347	-0.0101745237119631	1712	731	14	5	4761250
20210907 131500	-0.226316926152897	1722	271	16	5	5188750
20210907 131525	-0.652005644140472	7996	1289	3	5	2630000
20210907 131622	-0.999784411570758	4392	1904	15	5	2063750
20210907 131647	-0.00653611226263154	7777	1	3	5	2630000
20210907 131758	-0.559888157008714	2797	360	20	5	4992500
20210907 131824	-0.913622063235607	4007	1474	3	5	3340000
20210907 131944	-0.811130621867179	7003	97	19	5	2465000
20210907 132041	-0.999981177481646	6573	1683	13	5	2630000
20210907 132141	-0.232329932751883	3087	1537	17	5	2968750
20210907 132234	-0.118222866369215	3491	1624	10	5	3e+06
20210907 132318	-0.0420768233457407	1980	976	6	5	4322500
20210907 132355	-0.999608511868676	5657	2000	6	5	2225000
20210907 132503	-0.842271657721159	2891	661	20	5	4968750
20210907 132554	-0.229616154768931	1343	248	8	5	5195000
20210907 132835	-0.656409011763432	6934	1381	20	5	2630000
20210907 133037	-0.607767508817735	1882	409	20	5	5222500
20210907 133115	-0.749960342760336	2916	1027	6	5	3982500
20210907 133141	-0.560187877602896	6536	843	3	5	2630000
20210907 133427	-0.485539056853988	2708	619	16	5	4897500
20210907 133636	-0.238033421657037	1923	353	16	5	5046250
20210907 133725	-0.559415692469094	1342	508	8	5	5007500
20210907 133931	-0.30964597223193	7756	1675	3	5	2630000
20210907 134215	-0.0819102682404041	7516	1695	20	5	2630000
20210907 134340	-0.127963189211577	1299	196	8	5	5511250
20210907 134439	-0.0631949293496724	7994	2000	13	5	2630000
20210907 134528	-0.116368462018466	2024	636	7	5	4861250
20210907 134655	-0.465104739041622	4434	1656	20	5	2933750
20210907 143610	-0.980700357420946	1304	192	19	5	5270000
20210907 143728	-0.811819323637698	2918	268	19	5	4955000
20210907 143811	-0.230265403670908	1718	748	6	5	4657500
20210907 143935	-0.492377903476407	1714	168	19	5	5193750
20210907 144000	-0.430513088684808	32	6	3	5	2598750
20210907 144108	-0.244896220558841	2735	818	20	5	4272500
20210907 144159	-0.921738554408647	7999	2000	20	5	2630000
20210907 144240	-0.643712107463216	2120	1060	6	5	4342500
20210907 144534	-0.29049957811255	2745	1372	20	5	3695000
20210907 144718	-0.678914463785623	2803	1396	12	5	3710000
20210907 144831	-0.59231312613697	1681	409	17	5	5130000
20210907 144858	-0.181119365492143	4739	1060	3	5	3346250
20210907 145129	-0.230759833094371	3117	188	16	5	4745000
20210907 145300	-0.894276697005277	2042	389	8	5	5121250
20210907 145411	-0.722755213982933	1372	397	18	5	5223750
20210907 145540	-0.035438406182072	1810	198	16	5	5016250
20210907 145639	-0.18367958802387	2994	379	11	5	5013750
20210907 145806	-0.0798782613419618	1212	440	18	5	4801250
20210907 145930	-0.826646361564501	1322	175	18	5	5340000
20210907 150026	-0.430307023707702	1414	707	8	5	4756250
20210907 150128	-0.00508200666814664	4528	643	20	5	2878750
20210907 150154	-0.339029694582095	5560	170	3	5	2630000
20210907 150330	-0.886347622382509	1331	194	19	5	5268750
20210907 150440	-0.381074174967204	2326	386	20	5	4935000
20210907 150506	-0.707058338287345	5229	1	3	5	2630000
20210907 150629	-0.792785103157959	2040	381	14	5	5177500
20210907 150928	-0.00894636589437203	1765	273	17	5	5045000
20210907 151136	-0.682290886896813	2028	538	15	5	5006250
20210907 151251	-0.0962435591826448	1755	544	12	5	5013750
20210907 151359	-0.226375087623635	1864	932	14	5	4e+06
20210907 151750	-0.999973341047274	5088	177	9	5	1602500
20210907 151955	-0.141343002818416	1886	625	20	5	4987500
20210907 152139	-0.232973060494054	1303	176	15	5	5340000
20210907 152454	-0.629278956261127	2873	179	15	5	4845000
20210907 152654	-0.807889745380077	1352	346	18	5	5045000
20210907 152909	-0.628979654209246	35	2	8	5	4350000
20210907 153143	-0.706983620400726	6351	1399	11	5	2630000
20210907 153307	-0.999093817308059	2453	738	8	5	4766250
20210907 153511	-0.0635830631769379	3023	630	19	5	4968750
20210907 153833	-0.364060725289849	2920	377	12	5	4992500
20210907 154208	-0.577337849851457	1162	414	20	5	4953750
20210907 154357	-0.00647929801918039	3152	336	16	5	4515000
20210907 154456	-0.999850072451914	2907	1442	12	5	3761250
20210907 154639	0.0956649917653493	7967	911	20	5	0
20210907 155011	-0.705698663929113	8000	1731	7	5	2630000
20210907 155210	-0.392509958462647	1696	478	20	5	4978750
20210907 155412	-0.00565246247844764	7996	1924	9	5	2630000
20210907 155607	-0.564777067331384	2114	580	20	5	5162500
20210907 155652	-0.294122615020836	6585	1999	9	5	2630000
20210907 155922	-0.896600157709858	7727	1312	7	5	2630000
20210907 160102	-0.759853715213571	2002	708	7	5	5006250
20210907 160249	-0.442145412208652	3974	1572	3	5	3223750
20210907 160339	-0.00786439824987994	4081	878	3	5	3656250
20210907 160435	-0.946977435390924	7538	1073	16	5	2630000
20210907 160534	-0.190833654745549	1361	189	11	5	5368750
20210907 160637	-0.298761599360494	1732	384	13	5	5341250
20210907 160748	-0.110866604291722	7994	103	17	5	2557500
20210907 160953	-0.00769925109934047	6679	190	3	5	2630000
20210907 161300	0.099582703623475	7994	1608	20	5	0
20210907 161430	-0.997918156542485	7508	847	10	5	2630000
20210907 161455	0.0988307010652436	7975	1	11	5	0
20210907 161641	-0.0496250193610522	7791	483	6	5	2630000
20210907 161756	-0.282324796925314	2872	352	14	5	4992500
20210907 161823	-0.563119702044903	4374	1745	3	5	2518750
20210907 162023	-0.967985878557189	7999	1938	6	5	2630000
20210907 162201	-0.951396449191063	1330	355	20	5	5176250
20210907 162305	-0.999801987268661	1728	856	16	5	4168750
20210907 162400	-0.976157004714184	1319	191	10	5	5367500
20210907 162506	-0.948128099809364	1670	386	15	5	5150000
20210907 162553	-0.512875024252303	2969	835	6	5	4313750
20210907 162714	-0.521261934188477	1710	389	12	5	5150000
20210907 162806	-0.214516661420975	7998	1901	11	5	2630000
20210907 162850	-0.0329475033690059	2820	629	7	5	4791250
20210907 163048	-0.505198117898928	6174	1953	6	5	2630000
20210907 163202	-0.536072044982111	7352	1268	18	5	2630000
20210907 163303	-0.865910661319396	7999	516	20	5	2630000
20210907 163330	-0.870823175173889	7281	1	3	5	2630000
20210907 163423	-0.748204896357776	7871	1128	20	5	2630000
20210907 163450	-0.959749560496761	8000	1079	3	5	2630000
20210907 163814	-0.395370384543898	2860	1427	9	5	3788750
20210907 164159	-0.0458350863763809	1383	173	15	5	5273750
20210907 164351	-0.860760693226037	2198	1096	20	5	4213750
20210907 164508	-0.0303918552768788	2111	178	12	5	5261250
20210907 164607	-0.13582028581559	1300	184	11	5	5325000
20210907 164834	-0.17787883571816	3032	575	20	5	4937500
20210907 165048	-0.0121006434620671	2099	384	13	5	5247500
20210907 165230	-0.0484239708253375	1997	179	11	5	5066250
20210907 165340	-0.769750829989793	1332	370	8	5	5193750
20210907 165412	-0.437912604652452	404	197	3	5	3635000
20210907 165527	-0.0741819165105938	1987	720	20	5	4983750
20210907 165740	-0.232938159797828	1718	371	10	5	5320000
20210907 165918	-0.183461119677374	4059	670	20	5	3070000
20210907 170014	-0.0138825392707165	2878	562	10	5	4937500
20210907 170125	-0.303315934533452	1339	365	16	5	5168750
20210907 170247	-0.588429029446137	2937	503	20	5	5037500
20210907 170433	-0.506321137690062	1329	396	20	5	5183750
20210907 170558	-0.562021795264839	2886	729	20	5	4870000
20210907 170839	-0.317526450900941	2897	372	20	5	4992500
20210907 171009	-0.646546631732587	3113	1	8	5	3532500
20210907 171337	-0.480032950865505	1285	169	17	5	5368750
20210907 171514	-0.818577985341147	2839	180	14	5	4845000
20210907 171620	-0.565912217154878	1219	173	12	5	5413750
20210907 171710	-0.315002621573621	1839	365	8	5	5056250
20210907 171822	-0.941183212458424	2693	305	9	5	4941250
20210907 171937	-0.434894118551002	1296	186	13	5	5207500
20210907 172344	-0.223288587383875	1342	187	14	5	5186250
20210907 172651	-0.274268144790616	1308	638	3	5	3666250
20210907 173009	-0.211193867916582	6892	900	3	5	2630000
20210907 173238	-0.307221506658512	2058	165	19	5	5056250
20210907 173328	-0.676786979753915	2904	412	8	5	4957500
20210907 173450	-0.664867792882589	2055	393	13	5	5177500
20210907 173649	-0.942286882308952	4651	1723	20	5	2477500
20210907 173900	-0.592295116975626	1311	433	6	5	5257500
20210907 174232	-0.497613595132614	1294	647	16	5	4397500
20210907 174420	-0.902061998333898	2291	1144	6	5	4236250
20210907 174707	-0.359203107600318	7996	591	12	5	2630000
20210907 190114	-0.926907151688946	2014	202	14	5	4798750
20210907 190644	-0.0117016936991951	3517	1403	6	5	3008750
20210907 191158	-0.00715896706913629	5128	1615	3	5	2314062.5
20210907 191307	-0.0522622558091045	7643	1883	5	5	2630000
20210907 191403	-0.817562192761367	4373	1292	18	5	3047500
20210907 191522	-0.999678881462036	2975	192	20	5	5026250
20210907 191604	-0.710008319349576	2084	641	6	5	5001250
20210907 191714	-0.0981787582893856	1659	710	9	5	4775000
20210907 191810	-0.0659566614168199	4731	1813	16	5	2446250
20210907 191836	-0.779200798802157	5047	2000	3	5	2630000
20210907 191946	-0.995686460726638	2547	491	20	5	5037500
20210907 192054	-0.630419166837884	2071	473	20	5	5215000
20210907 192154	-0.996926055365985	1949	410	6	5	4882500
20210907 192317	-0.866682953064506	1350	171	20	5	5412500
20210907 192436	-0.871825945858489	1335	173	17	5	5402500
20210907 192559	-0.965254475267615	1345	277	19	5	5172500
20210907 192731	-0.846283431505766	1313	171	19	5	5412500
20210907 192853	-0.815438694259581	1291	170	16	5	5366250
20210907 193042	-0.864505019322472	2	1	19	5	3547500
20210907 193122	-0.911051108539952	3420	1702	6	5	3051250
20210907 193201	-0.358454230600236	7659	1	6	5	2652500
20210907 193331	-0.182773485697696	4945	1	19	5	1572500
20210907 193453	-0.293898028847014	1350	171	18	5	5412500
20210907 193601	-0.0712845572090137	3375	479	20	5	4480000
20210907 193722	-0.340454987893616	1347	169	18	5	5368750
20210907 193834	-0.311452842319186	1702	406	20	5	5157500
20210907 193937	-0.944280259055961	7094	195	13	5	2630000
20210907 194032	-0.409363772921188	8000	1309	12	5	2630000
20210907 194128	-0.992511963472124	6132	1381	20	5	2630000
20210907 194236	-0.00695455830605737	1726	751	20	5	4688750
20210907 194353	-0.361935934840392	7548	171	20	5	2630000
20210907 194504	-0.0590041864634905	1376	628	20	5	4705000
20210907 194611	-0.324101706204672	2914	687	20	5	4761250
20210907 194721	-0.540800319430658	2070	785	20	5	4600000
20210907 194825	-0.0659712459612298	6322	1481	17	5	2630000
20210907 194937	-0.0705662687309086	2057	1027	18	5	4291250
20210907 195045	-0.380279234409551	2661	596	20	5	4937500
20210907 195128	-0.964195226786934	1315	190	6	5	4752500
20210907 195230	-0.414396406167746	1830	629	13	5	4987500
20210907 195347	-0.409628847878618	1262	160	15	5	5261250
20210907 195524	-0.69042031624053	10	4	18	5	520000
20210907 195554	-0.746441220973096	5904	725	3	5	2630000
20210907 195736	-0.858934427842651	2888	167	20	5	4913750
20210907 195900	-0.999058470596041	2132	649	17	5	4882500
20210907 200011	-0.703151051145662	7268	1	14	5	2387500
20210907 200130	-0.185567489610069	7179	168	20	5	2630000
20210907 200302	-0.797593722523016	3063	494	20	5	4610000
20210907 200415	-0.479013074499575	2100	630	9	5	5195000
20210907 200524	-0.122691059459459	3407	992	18	5	3555000
20210907 200635	-0.654194129836848	8000	1030	12	5	2630000
20210907 200752	-0.0612863701869055	1327	175	15	5	5340000
20210907 200907	-0.00745987616742714	1312	399	20	5	5235000
20210907 201001	-0.853692031983572	7998	1999	13	5	2630000
20210907 201111	-0.225443401952348	1767	623	20	5	4987500
20210907 201223	-0.185983050129796	1739	369	15	5	5190000
20210907 201342	-0.505560856667537	2084	358	10	5	5228750
20210907 201506	-0.86562528541592	1323	194	19	5	5268750
20210907 202845	-0.303589144324767	1761	673	18	5	3846875
20210907 203007	-0.192803866660353	2849	611	17	5	4897500
20210907 203109	-0.754514887535332	2587	593	13	5	4937500
20210907 203214	-0.231184645517404	2692	730	16	5	4883750
20210907 203337	-0.416413600099203	1296	160	17	5	5322500
20210907 203452	-0.746460553135453	2044	698	17	5	4940000
20210907 203554	-0.461308975875695	2929	1339	17	5	3937500
