fecha	cp	minsplit	minbucket	maxdepth	xval_folds	ganancia
20210907 053326	-0.861571641202555	7539	1	15	5	2456250
20210907 053410	-0.922267623333263	1286	176	8	5	5481250
20210907 053526	-0.23629270109637	1350	167	17	5	5370000
20210907 053623	-0.529630502947308	1466	510	12	5	4866250
20210907 053738	-0.364404163660919	1324	166	16	5	5370000
20210907 053838	-0.332609424234684	1693	736	14	5	4715000
20210907 053945	-0.439457352389846	1366	350	17	5	5045000
20210907 054041	-0.707719977045138	1909	628	11	5	5025000
20210907 054115	-0.77104087781871	1006	496	5	5	3453750
20210907 054157	-0.678958006975468	1374	597	7	5	5201250
20210907 054253	-0.48489013801323	1310	181	11	5	5366250
20210907 054330	-0.709828805994786	1373	683	6	5	5195000
20210907 054351	-0.875128879800834	4002	2000	3	5	2541250
20210907 054434	-0.999880848408802	1329	645	7	5	4916250
20210907 054547	-0.43834459225834	7999	1	17	5	2376250
20210907 054647	-0.711314136811589	2792	414	13	5	5013750
20210907 054733	-0.357348334156946	1293	354	8	5	4991250
20210907 054819	-0.102885903763579	2707	459	8	5	4957500
20210907 054843	-0.223324601219757	2233	1105	3	5	3656250
20210907 054928	-0.598621073514814	2735	410	8	5	4957500
20210907 055030	-0.0750716083271461	1715	853	19	5	4168750
20210907 055115	-0.327346171692629	320	157	8	5	3558750
20210907 055213	-0.455197209056227	3162	618	14	5	4460000
20210907 055315	-0.406509823998893	1424	641	19	5	4778750
20210907 055401	-0.245226608368526	2288	688	8	5	4770000
20210907 055512	-0.998122458777838	1295	365	17	5	5162500
20210907 055605	-0.293321428446459	2956	993	11	5	3911250
20210907 055723	-0.20941475392814	1448	191	19	5	5038750
20210907 055758	-0.999808855736175	2805	166	6	5	4181250
20210907 055845	-0.599760972719118	1323	205	8	5	5180000
20210907 055936	-0.712765451307699	291	141	9	5	3727500
20210907 055959	-0.6548993671512	3827	564	3	5	3666250
20210907 060035	-0.150514443090066	1335	181	6	5	4713750
20210907 060122	-0.563865131120427	1122	148	8	5	4738750
20210907 060221	-0.00349040857691907	2061	574	13	5	5092500
20210907 060325	-0.717391883930672	2380	275	13	5	4890000
20210907 060408	-0.00869480778902097	3139	1569	8	5	3042500
20210907 060513	-0.0148665496800268	2852	450	18	5	5013750
20210907 060554	-0.0280547916005181	3444	606	8	5	4480000
20210907 060659	-0.00268189786709206	7305	163	16	5	2630000
20210907 060747	-0.635469050175448	7995	1	10	5	2501250
20210907 060847	-0.0378128405857918	2058	563	14	5	5092500
20210907 061006	-0.0984834219778018	1460	205	20	5	4552500
20210907 061114	-0.233515463917667	1336	376	19	5	5166250
20210907 061207	-0.317781751236663	2768	270	10	5	4810000
20210907 061230	0.0999134948273821	2845	718	14	5	0
20210907 061314	-0.0469592555561824	2698	563	8	5	4957500
20210907 061414	-0.565540331163954	1213	400	11	5	5120000
20210907 061520	-0.0051458216915112	1351	485	18	5	5007500
20210907 061605	-0.210723344750702	1300	154	8	5	4880000
20210907 061644	-0.0140542071983266	1724	751	7	5	4688750
20210907 061706	-0.589300267849958	8000	333	3	5	2630000
20210907 061826	-0.124899102346161	1339	167	18	5	5370000
20210907 061920	-0.916147866615158	8000	830	20	5	2630000
20210907 062016	-0.0617625679057827	2758	1378	13	5	3695000
20210907 062109	-0.0670000787179031	1770	618	10	5	4913750
20210907 062131	0.00849199734110163	344	171	3	5	0
20210907 062155	-0.158918180798275	3057	777	3	5	3666250
20210907 062251	-0.496538721346107	2738	1363	12	5	3928750
20210907 062333	-0.159075455239462	1565	761	7	5	4572500
20210907 062444	-0.0496357515006331	1976	470	19	5	5122500
20210907 062552	-0.330454886773046	1726	187	14	5	4990000
20210907 062615	-0.901745429604547	7993	1695	3	5	2630000
20210907 062841	0.0996965059777368	7943	2000	3	5	0
20210907 062956	-0.497511418277747	7997	1650	18	5	2630000
20210907 063028	-0.310270740708408	7995	1040	6	5	2630000
20210907 063119	-0.0120317466587841	7998	1103	18	5	2630000
20210907 063222	-0.918930890668208	1784	458	17	5	5013750
20210907 063310	-0.997422586164334	1703	561	8	5	5175000
20210907 063416	-0.961093034495222	3006	396	20	5	5013750
20210907 063529	-0.514161981751415	1922	292	18	5	4837500
20210907 063631	-0.0215847722053657	1685	463	13	5	4921250
20210907 063716	-0.873262329947983	1265	189	8	5	5472500
20210907 063738	-0.692608032195174	361	180	3	5	3635000
20210907 063840	-0.691762177425481	1852	175	12	5	4975000
20210907 063945	-0.227174908547342	2772	428	17	5	5013750
20210907 064039	-0.012804299030082	2119	1053	11	5	4250000
20210907 064126	-0.788538073430592	1312	187	8	5	5487500
20210907 064200	-0.0129404722197273	4444	350	6	5	2827500
20210907 064224	-0.595796793542424	1872	934	3	5	3656250
20210907 064248	-0.720774140170578	7997	897	3	5	2630000
20210907 064341	-0.999900610948531	7998	1258	20	5	2630000
20210907 064429	-0.0211343169653033	7943	2000	20	5	2630000
20210907 064523	-0.307102750749797	3024	1512	11	5	3531250
20210907 064603	-0.00681309297849553	2914	494	7	5	4760000
20210907 064700	-0.586003175597427	1312	202	11	5	5150000
20210907 064748	-0.714805678416696	1703	414	8	5	5073750
20210907 064824	0.00500598768901643	7988	733	7	5	0
20210907 064913	-0.932187564407644	7999	1563	12	5	2630000
20210907 065004	-0.999553709430645	7999	1779	20	5	2630000
20210907 065239	-0.610607674519291	1971	656	18	5	4988750
20210907 065424	-0.658574904702918	1735	404	20	5	5222500
20210907 065512	-0.577147660684042	1209	188	8	5	5486250
20210907 065605	-0.786571765861458	2879	348	10	5	4992500
20210907 065709	-0.876318304396559	2132	743	17	5	4742500
20210907 065825	-0.998985383887139	1586	251	18	5	4843750
20210907 065847	-0.360356399887308	8000	185	3	5	2630000
20210907 065924	-0.707505434854811	2477	1229	6	5	3852500
20210907 070017	-0.751623893683833	3388	1692	13	5	3051250
20210907 070102	0.00417304161754656	2730	1346	20	5	0
20210907 070157	-0.226194269874258	7982	860	20	5	2630000
20210907 070248	-0.637601786358734	3094	672	9	5	4333750
20210907 070335	-0.225747956326249	2910	1178	9	5	3751250
20210907 070425	-0.97446482493402	1258	376	8	5	5187500
20210907 070448	-0.0232152113939121	4429	1478	3	5	3340000
20210907 070532	-0.925770816202037	2718	855	8	5	4280000
20210907 070621	-0.400668958968444	5587	2000	18	5	2225000
20210907 070655	-0.402024146805703	7402	1812	6	5	2630000
20210907 070718	-0.0919831283366126	8000	1765	3	5	2630000
20210907 070811	-0.999412404098018	7998	755	13	5	2630000
20210907 070835	-0.108700186247004	3650	1825	3	5	2518750
20210907 070925	-0.433633416211737	1160	193	8	5	5465000
20210907 071033	-0.151039131954966	1337	179	13	5	5301250
20210907 071056	-0.999863144886833	7688	1383	3	5	2630000
20210907 071147	-0.0257866839290025	4291	2000	12	5	2117500
20210907 071246	-0.999306963856502	2351	541	11	5	4901250
20210907 071353	-0.406617939934447	2697	576	19	5	4937500
20210907 071416	-0.999210425371289	1220	574	3	5	3635000
20210907 071506	-0.116700571247427	7979	1879	18	5	2630000
20210907 071543	-0.15879318616118	2840	1419	6	5	3788750
20210907 071640	-0.998108894771374	3300	1649	20	5	3160000
20210907 071736	-0.999884810521622	2853	1145	18	5	3727500
20210907 071830	-0.224370252281353	4326	1470	13	5	2580000
20210907 071924	-0.314343140607591	7999	1228	20	5	2630000
20210907 072012	-0.922730225917026	7999	1156	10	5	2630000
20210907 072112	-0.629431512364785	2470	555	13	5	4936250
20210907 072149	-0.668200733123464	1202	587	6	5	5113750
20210907 072246	-0.643411111353899	3175	1587	20	5	3021250
20210907 072310	-0.998907644549443	3585	1790	3	5	2518750
20210907 072411	-0.326381462534902	2740	622	12	5	4968750
20210907 072525	-0.0766743689398102	3007	348	17	5	4992500
20210907 072627	-0.998751333899101	2879	613	20	5	4897500
20210907 072726	-0.906537458527804	2737	831	20	5	4353750
20210907 072831	-0.598591866903895	1306	171	12	5	5412500
20210907 072935	-0.0176803764414987	1764	582	20	5	5025000
20210907 073049	-0.999688161852964	7998	166	20	5	2630000
20210907 073306	-0.359141864549886	2129	1063	17	5	4206250
