fecha	cp	minsplit	minbucket	maxdepth	xval_folds	ganancia
20210906 114516	-0.454803642856132	5777	974	12	5	1445000
20210906 114707	-0.245135122415377	3417	720	8	5	4205000
20210906 114757	-0.902723453045473	6950	1267	16	5	2630000
20210906 114908	-0.573328623274574	4870	181	7	5	1827500
20210906 114936	-0.0551549795651226	7043	1509	3	5	2630000
20210906 115004	-0.60038246877084	2966	1140	5	5	2733750
20210906 115058	-0.174880933569511	5433	850	17	5	1516250
20210906 115158	-0.695704782143002	4321	339	16	5	3297500
20210906 115229	-0.795997886484838	7666	479	6	5	2630000
20210906 115318	-0.233992035326082	6076	1913	14	5	2630000
20210906 115403	-0.42921387796135	4998	1048	10	5	1508750
20210906 115517	-0.520240952761378	7170	26	17	5	2051250
20210906 115615	-0.0551182687864639	5704	512	18	5	1536250
20210906 115707	-0.9171647647939	3449	995	12	5	3555000
20210906 115726	-0.572596030822024	3030	272	3	5	3635000
20210906 115816	-0.138589646946639	6613	1430	19	5	2630000
20210906 115911	-0.153567453308829	3508	311	11	5	4131250
20210906 115931	-0.301972377626942	3518	537	3	5	3666250
20210906 120049	-0.0922847824089099	3363	617	13	5	4480000
20210906 120148	-0.221061887786231	3384	636	20	5	4480000
20210906 120208	0.0995340843689764	3388	710	17	5	0
20210906 120305	-0.932550631056804	3061	824	13	5	4353750
20210906 120448	-0.109633234388546	2238	607	13	5	4808750
20210906 120603	-0.347279513621336	2445	63	13	5	4106250
20210906 120629	0.0816816971608776	2318	1159	13	5	0
20210906 120758	-0.197400574454439	2520	701	17	5	4885000
20210906 120903	-0.127372892749638	2757	740	20	5	4801250
20210906 121034	-0.96489237225201	2361	16	18	5	3385000
20210906 121131	-0.11997682093897	2636	42	10	5	3947500
20210906 121237	-0.152199035342821	2085	1039	20	5	4442500
20210906 121358	-0.130215141907757	2969	1467	15	5	3516250
20210906 121525	-0.0994690066419511	2294	311	20	5	4776250
20210906 121736	-0.214660982669165	2479	8	19	5	3873750
20210906 121854	-0.182177838630393	3084	631	20	5	4541250
20210906 122007	-0.197493147784679	2253	676	13	5	4770000
20210906 122158	-0.801770302529797	2938	5	16	5	3508750
20210906 122335	-0.263055356296821	2263	692	20	5	4770000
20210906 122509	-0.803299900925262	1256	625	20	5	4480000
20210906 122657	-0.506577027186385	1165	582	16	5	4623750
20210906 122822	-0.698846337085345	593	296	10	5	3650000
20210906 123059	-0.577196647334257	2480	597	20	5	4938750
20210906 123212	-0.107695052768676	1012	503	20	5	4745000
20210906 123359	-0.48029026678097	2454	456	20	5	4981250
20210906 123618	-0.540350185105114	2072	390	20	5	5177500
20210906 123650	-0.999996751126904	1520	757	3	5	3666250
20210906 123818	-0.537662448697089	2152	464	16	5	4930000
20210906 123950	-0.657231563759908	1864	465	20	5	5013750
20210906 124103	-0.999743730436761	2082	1035	20	5	4348750
20210906 124150	-0.324602009541943	8000	1998	20	5	2630000
20210906 124256	-0.413934613421296	1805	497	20	5	4788750
20210906 124428	-0.551019038843002	1653	412	20	5	5230000
20210906 124609	-0.555042787939477	23	11	20	5	245000
20210906 124713	-0.99905779000994	8000	306	20	5	2630000
20210906 124805	-0.733854746158723	1623	535	10	5	5187500
20210906 124901	-0.894188291373985	1615	641	12	5	4865000
20210906 124959	-0.719344307041791	1606	696	13	5	4597500
20210906 125048	-0.523750560463215	1547	424	9	5	5230000
20210906 125132	-0.779689088587602	1667	420	8	5	5173750
20210906 125220	-0.626805163306449	1570	413	9	5	5230000
20210906 125323	-0.912215509648458	2732	542	20	5	4937500
20210906 125412	-0.694069765288813	1606	407	9	5	5230000
20210906 125503	-0.284468346611062	1446	453	10	5	5162500
20210906 125606	-0.124388478526555	1570	550	18	5	4997500
20210906 125657	-0.828984498872162	1847	451	10	5	5008750
20210906 125728	-0.231576815529899	1215	502	5	5	3453750
20210906 125820	-0.543468936433007	1581	418	10	5	5230000
20210906 125915	-0.313482345042825	1691	464	11	5	5143750
20210906 130021	-0.52846241872977	1681	451	20	5	5138750
20210906 130109	-0.571360881042014	1447	409	9	5	5230000
20210906 130217	-0.792034732155525	1408	388	9	5	5326250
20210906 130449	-0.998934341595869	7992	2000	3	5	2630000
20210906 130554	-0.751778883454959	1436	397	9	5	5205000
20210906 130645	-0.798290311187767	1392	526	9	5	5045000
20210906 130801	-0.283558751317998	1527	377	16	5	5187500
20210906 130905	-0.726617222684368	1595	355	10	5	5222500
20210906 131008	-0.939670515668692	1491	393	10	5	5250000
20210906 131130	-0.926299749543889	1509	379	20	5	5206250
20210906 131232	-0.460202062969316	1540	416	10	5	5230000
20210906 131331	-0.889855068887819	1435	357	12	5	5152500
20210906 131428	-0.999681748310466	1575	440	12	5	5070000
20210906 131520	-0.784253657447214	1598	396	10	5	5250000
20210906 131625	-0.974337885366375	1396	576	20	5	4898750
20210906 131711	-0.805445764343042	1465	319	8	5	5058750
20210906 131814	-0.999662089783065	3962	1978	20	5	2120000
20210906 131836	-0.561179105188837	7998	1999	3	5	2630000
20210906 131928	-0.0469346861525004	7997	2000	20	5	2630000
20210906 132019	-0.902934087247653	1644	376	9	5	5225000
20210906 132124	-0.930882592917463	1735	387	17	5	5215000
20210906 132215	-0.28195974076637	2591	380	10	5	4977500
20210906 132303	-0.564550847815515	1664	572	9	5	5070000
20210906 132355	-0.364438871477553	1483	396	10	5	5250000
20210906 132447	-0.922500408598466	1111	287	10	5	5092500
20210906 132554	-0.545483372082995	3308	441	20	5	4536250
20210906 132659	-0.312985037176797	1350	459	14	5	5267500
20210906 132747	-0.730334631859569	1965	445	9	5	4983750
20210906 132835	-0.789460207949832	1294	351	9	5	5213750
20210906 132904	-0.217794186444827	7999	7	5	5	2617500
20210906 132924	-0.999861836758995	5997	367	3	5	2630000
20210906 133104	-0.294516721233426	1373	470	20	5	5335000
