Feature	Gain	Cover	Frequency
ctrx_quarter	0.415284793031517	0.154132975914513	0.0927152317880795
cpayroll_trx	0.164804524618846	0.175083000769323	0.0993377483443709
ctarjeta_visa_transacciones	0.0755838471813662	0.0549818853259524	0.0529801324503311
mcaja_ahorro	0.0466054022525264	0.0695001137751642	0.0463576158940397
mautoservicio	0.0417866151771223	0.00459449131630419	0.00883002207505519
mpasivos_margen	0.0403912121631997	0.0146662925290521	0.0286975717439294
Visa_msaldototal	0.0307249075642176	0.011737512803429	0.00662251655629139
mtarjeta_visa_consumo	0.0300263893161354	0.0371387861917457	0.0264900662251656
mcuentas_saldo	0.0296445651280789	0.0737127360276206	0.0794701986754967
mprestamos_personales	0.0233075078499934	0.0284445170348524	0.0573951434878587
Visa_mpagominimo	0.0209047219446834	0.0573352367342477	0.0485651214128035
Visa_msaldopesos	0.0120518470407608	0.00428937208916518	0.00662251655629139
mactivos_margen	0.0119399296621703	0.020472939828128	0.0551876379690949
ccomisiones_otras	0.010130000607143	0.0502419732664105	0.0441501103752759
ctarjeta_debito_transacciones	0.00886043340455164	0.00407531766949149	0.00441501103752759
Master_msaldopesos	0.0065202648749557	0.0240550518406707	0.033112582781457
mtransferencias_recibidas	0.00453773411215411	0.00655945839447756	0.0132450331125828
mcuenta_corriente	0.0043584232827005	0.0185328796821682	0.0375275938189845
Master_fechaalta	0.00406284181276452	0.00953792167920229	0.033112582781457
Visa_fechaalta	0.00374018168236058	0.00881690508321819	0.0264900662251656
cprestamos_personales	0.00346032119962208	0.00430176971013245	0.0132450331125828
mrentabilidad_annual	0.00250950336312685	0.0161582512757264	0.0397350993377483
Master_msaldototal	0.00247816024847864	0.0243138009869847	0.0286975717439294
mextraccion_autoservicio	0.0024265291353089	0.0104035585714247	0.00883002207505519
mtarjeta_master_consumo	0.000586334656458497	0.0030210731261573	0.00662251655629139
Visa_mpagosdolares	0.000547132241771609	0.0231756211989937	0.0154525386313466
Visa_status	0.000500535754165137	0.0250463216817042	0.0176600441501104
Master_Fvencimiento	0.000388076145920943	0.00864324531444388	0.011037527593819
Master_mconsumospesos	0.000238378157995025	0.0005543746997393	0.0022075055187638
ctarjeta_visa	0.000237091908966192	0.0129443821129954	0.00883002207505519
Master_mconsumosdolares	0.000230180454975338	0.000668187094024451	0.0022075055187638
ctarjeta_master	0.000171359783267822	0.00569214614807033	0.00441501103752759
cliente_edad	0.00013319099435326	0.00295476633053353	0.0022075055187638
mrentabilidad	0.000131104260087474	0.000657129756404991	0.0022075055187638
Visa_mconsumosdolares	0.000127468225155442	0.00289125179188438	0.0022075055187638
Master_status	0.000103441628658354	0.0054087134501008	0.00441501103752759
ccomisiones_mantenimiento	9.57849137418286e-05	0.00146364526095168	0.00441501103752759
Visa_mfinanciacion_limite	8.69127239129936e-05	0.00371385069660482	0.0022075055187638
cproductos	8.06171395682305e-05	0.00296816916401167	0.00662251655629139
mpagomiscuentas	8.00446293554463e-05	0.000815450726865444	0.0022075055187638
matm	7.81154615509073e-05	0.00336800174772949	0.0022075055187638
Visa_mconsumospesos	1.94267845442931e-05	0.00425150908458945	0.00441501103752759
Visa_mlimitecompra	1.72750317942658e-05	0.00569469640944048	0.00441501103752759
Master_mlimitecompra	6.87244997257744e-06	0.00298071570535092	0.0022075055187638
