fecha	cp	minsplit	minbucket	maxdepth	xval_folds	ganancia
20210902 223559	-0.710495340542254	3936	1968	6	5	2530000
20210902 223631	0.099144891278667	8000	2000	17	5	0
20210902 223813	-0.999982950910125	2174	365	16	5	4586250
20210902 223933	-0.453164316527468	4008	1999	13	5	2443750
20210902 224101	-0.999799708805846	2232	346	12	5	4496250
20210902 224204	-0.340725932533616	1280	431	7	5	4957500
20210902 224237	-0.697195893947978	1158	552	3	5	3390000
20210902 224334	-0.551925570294108	1193	580	6	5	4993750
20210902 224500	-0.999964306987906	2365	1029	13	5	3418750
20210902 224615	-0.335258622372906	1972	421	9	5	4296250
20210902 224724	-0.999792812141201	1764	153	8	5	3851250
20210902 224757	-0.866712517834448	7997	1455	3	5	2368750
20210902 224829	-0.999907901896134	7960	1	3	5	2367500
20210902 225002	-0.203188096176255	7992	367	20	5	2368750
20210902 225036	-0.0911268687510021	7996	551	3	5	2368750
20210902 225210	-0.999835409449006	3456	354	14	5	3467500
20210902 225351	-0.745328529925146	2236	384	16	5	4585000
20210902 225533	-0.1817616229657	2137	343	16	5	4496250
20210902 225630	-0.128288072207974	8000	1998	7	5	2368750
20210902 225750	-0.481379250816237	4002	1999	20	5	2443750
20210902 225916	-0.744394809115688	2400	588	12	5	4431250
20210902 225950	-0.998493491554697	3961	1969	3	5	2833750
20210902 230106	-0.998846418107849	7958	2000	20	5	2368750
20210902 230234	-0.142830970142102	2789	1390	16	5	3093750
20210902 230331	-0.888832707964089	869	434	6	5	5100000
20210902 230427	-0.998263387570931	641	319	6	5	4566250
20210902 230548	-0.897610787071855	1955	382	10	5	4705000
20210902 230724	-0.947572409023879	1864	560	11	5	4142500
20210902 230854	-0.595214033559827	2557	1277	12	5	3038750
20210902 230949	-0.328796567992674	1467	406	6	5	4871250
20210902 231122	-0.11307566765918	1697	386	13	5	4405000
20210902 231302	-0.49628818065905	2084	394	20	5	4765000
20210902 231428	-0.909095814444205	2448	2	11	5	3321250
20210902 231539	-0.999769680800541	3297	1638	17	5	2945000
20210902 231643	-0.508203261222067	8000	1332	20	5	2368750
20210902 231758	-0.309280825261111	8000	1584	13	5	2368750
20210902 231936	-0.885072710695265	1796	410	20	5	4290000
20210902 232109	-0.999954147382314	7987	311	20	5	2368750
20210902 232209	-0.104224375945094	1752	335	7	5	4628750
20210902 232240	-0.535539566883076	7993	2000	3	5	2368750
20210902 232420	-0.304441784811175	2086	362	18	5	4675000
20210902 232513	-0.676028554971571	973	482	6	5	5088750
20210902 232642	-0.864013032256529	2075	409	13	5	4585000
20210902 232735	-0.83871186828064	1097	395	6	5	4942500
20210902 232825	-0.724963960660937	7999	377	6	5	2368750
20210902 232936	-0.306834177485153	7985	2000	20	5	2368750
20210902 233114	-0.114538122041261	1904	396	17	5	4388750
20210902 233240	-0.0760890865917601	8000	384	16	5	2368750
20210902 233339	-0.170221342626754	1403	342	7	5	4832500
20210902 233410	-0.0632552985366789	4709	367	3	5	2966250
20210902 233505	-0.751355256504674	931	464	6	5	5080000
20210902 233536	-0.999846948479038	4981	444	3	5	2807500
20210902 233631	-0.489436043003509	934	448	6	5	5101250
20210902 233800	-0.652371633059315	2073	393	13	5	4765000
20210902 234001	-0.118810610335406	1824	1	16	5	2925000
20210902 234128	-0.303079724821226	2030	1014	20	5	3205000
20210902 234237	-0.999426019954111	3132	1558	9	5	2935000
20210902 234329	-0.610661705476178	1008	488	6	5	5088750
20210902 234402	-0.0508730893441361	2924	1462	3	5	2967500
20210902 234435	-0.999868065236655	761	377	3	5	3390000
20210902 234551	-0.732097466313507	1944	388	10	5	4588750
20210902 234645	-0.627611169609577	2256	1128	6	5	3427500
20210902 234823	-0.522297098679673	2133	383	16	5	4585000
20210902 234958	-0.786932290496239	2029	402	15	5	4765000
20210902 235131	-0.207265349073498	2181	715	17	5	3781250
20210902 235304	-0.999939941529924	2051	748	17	5	3752500
20210902 235403	-0.909337272810408	752	364	6	5	4857500
20210902 235501	-0.875860611035938	1040	512	6	5	5050000
20210902 235620	-0.78436689264952	2341	358	12	5	4557500
20210902 235654	0.0999777081699463	7999	1371	3	5	0
20210902 235832	-0.635748892205811	2176	378	15	5	4701250
20210903 000000	-0.466043335220181	2001	397	12	5	4765000
20210903 000102	-0.313524090018045	886	383	7	5	4586250
20210903 000159	-0.144899933159188	1920	488	7	5	4396250
20210903 000255	-0.135970622564291	7999	53	8	5	2215000
20210903 000358	-0.363253446582202	7982	1998	10	5	2368750
20210903 000513	-0.352477615824003	3392	1696	17	5	2945000
20210903 000618	-0.882980851754267	2218	405	8	5	4585000
20210903 000706	-0.0761915544063279	4002	2000	6	5	2443750
20210903 000756	-0.346593917459789	1126	467	6	5	5141250
20210903 000855	-0.425693812573976	2232	428	8	5	4585000
20210903 000945	-0.714480563323534	902	443	6	5	5100000
20210903 001110	-0.999898763215415	1633	350	19	5	4901250
20210903 001239	-0.276453885052648	2079	294	17	5	4516250
20210903 001415	-0.999974902843445	1405	341	20	5	4786250
20210903 001544	-0.999926881685025	2023	323	18	5	4648750
20210903 001649	-0.999894688381883	7995	1464	13	5	2368750
20210903 001803	-0.588654496029389	2466	427	12	5	4440000
20210903 001915	-0.468233878768459	2315	1152	18	5	3353750
20210903 002021	-0.779064993428483	7999	1663	18	5	2368750
20210903 002141	-0.732958444023745	2136	711	15	5	3773750
20210903 002305	-0.728918105089643	2613	454	13	5	4373750
20210903 002431	-0.999771199386109	1534	468	17	5	4107500
20210903 002616	-0.999295171241891	2066	3	15	5	2996250
20210903 002736	-0.47297398641483	2365	412	13	5	4711250
20210903 002853	-0.445049356146865	2158	656	12	5	4322500
20210903 003018	-0.347875953360182	2508	625	17	5	4383750
20210903 003108	-0.883845168755325	2938	1466	6	5	3022500
20210903 003220	-0.999882801217002	7590	1173	17	5	2368750
20210903 003333	-0.0982746703302877	4001	1999	20	5	2443750
20210903 003406	-0.709583101894915	3360	1676	3	5	2870000
20210903 003516	-0.206369169585702	5448	2000	15	5	2448750
20210903 003609	-0.879594914909463	1300	436	6	5	5100000
20210903 003740	-0.318330328190175	2664	394	20	5	4200000
20210903 003905	-0.495783439725192	1924	740	20	5	3663750
20210903 004003	-0.999941733861445	1574	447	7	5	4587500
20210903 004120	-0.119362959143178	2072	1	10	5	3247500
20210903 004233	-0.340015496440044	8000	1049	17	5	2368750
20210903 004340	-0.746905410067963	7996	1999	13	5	2368750
20210903 004429	-0.500753887704434	8000	1588	6	5	2368750
20210903 004605	-0.135741278251137	5067	252	18	5	2315000
20210903 004729	-0.0943199866734887	1849	322	12	5	4681250
20210903 004823	-0.174584191316989	891	435	6	5	5100000
20210903 004910	-0.999884808380748	7999	1047	6	5	2368750
20210903 005024	-0.802937160347352	4003	2000	20	5	2443750
20210903 005122	-0.817001749390524	7997	2000	8	5	2368750
20210903 005153	-0.0703736802535272	1022	1	3	5	2367500
20210903 005306	-0.635267238340153	8000	1122	14	5	2368750
20210903 005419	-0.8086299420052	1899	632	10	5	4243750
20210903 005535	-0.0540777758906723	8000	1223	20	5	2368750
20210903 005650	-0.658011140479942	4002	1998	16	5	2443750
20210903 005800	-0.0960130354347161	3132	1558	10	5	2935000
20210903 005928	-0.0836766705573894	1942	566	15	5	4413750
20210903 010102	-0.893703225094442	2102	325	15	5	4608750
20210903 010212	-0.999668300956439	1743	414	9	5	4291250
20210903 010334	-0.999660132225972	2692	1342	20	5	2881250
20210903 010427	-0.643279524426362	1087	440	6	5	5100000
20210903 010521	-0.360937637447642	910	451	6	5	5080000
20210903 010554	-0.881517977742445	2258	1129	3	5	3112500
20210903 010713	-0.0387082115815335	3383	1691	14	5	2945000
