fecha	cp	minsplit	minbucket	maxdepth	xval_folds	ganancia
20211005 214911	-0.328560332881942	1540	450	13	5	4940000
20211005 215111	-0.370626008597571	1592	354	15	5	5e+06
20211005 215258	-0.373725114124659	1379	11	13	5	4191250
20211005 215439	-0.340256881741574	1198	500	15	5	4590000
20211005 215618	-0.344220294331156	1719	352	14	5	5317500
20211005 215750	-0.70908653638421	1488	250	20	5	4720000
20211005 215853	-0.999745504361877	2043	631	10	5	5125000
20211005 220010	-0.0968728454143922	1328	251	14	5	5008750
20211005 220135	-0.116511890752329	1631	298	20	5	4716250
20211005 220243	-0.947507215444203	1848	771	12	5	4612500
20211005 220344	-0.220643080134471	1476	736	10	5	4923750
20211005 220501	-0.505331056387662	1553	277	15	5	4913750
20211005 220557	-0.970966092725234	3080	478	9	5	4597500
20211005 220710	-0.999799916041123	1526	549	18	5	4770000
20211005 220814	-0.081408324290011	1307	538	11	5	4906250
20211005 220926	-0.759135449271356	1691	612	18	5	5008750
20211005 221039	-0.610399133091446	1840	535	18	5	5013750
20211005 221149	-0.6428947355401	1641	583	14	5	5187500
20211005 221253	-0.236729582945739	1682	187	11	5	5165000
20211005 221353	-0.753456738844512	7997	459	12	5	2630000
20211005 221505	-0.251233455652256	1424	304	14	5	4810000
20211005 221612	-0.220774002834863	1877	578	13	5	5025000
20211005 221711	-0.197888239778425	2377	365	10	5	4937500
20211005 221738	-0.73433324512133	2692	660	3	5	3666250
20211005 221824	-0.0765149180059285	8000	145	8	5	2630000
20211005 221935	-0.999938236471252	1393	402	14	5	5098750
20211005 222050	-0.332643519882303	2218	394	18	5	4935000
20211005 222204	-0.414645935166368	1814	182	14	5	4975000
20211005 222309	-0.203873998570094	1346	307	11	5	5020000
20211005 222417	-0.127793919673172	1362	180	8	5	5503750
20211005 222519	-0.914442491580559	1738	503	11	5	4913750
20211005 222611	-0.0954677311465611	1653	262	8	5	4937500
20211005 222703	-0.35659441526689	1336	225	8	5	5143750
20211005 222730	-0.124560221621611	1119	545	3	5	3635000
20211005 222756	-0.357703035971846	7989	2000	3	5	2630000
20211005 222932	-0.0935070965123913	7998	1	20	5	2320000
20211005 223040	-0.951495076133385	2487	584	15	5	4936250
20211005 223127	-0.999469184948542	3094	1547	7	5	3086250
20211005 223223	-0.714203721646969	7992	2000	19	5	2630000
20211005 223250	-0.0802221154751752	3996	1998	3	5	2541250
20211005 223315	-0.999795560377241	7983	2	3	5	2630000
20211005 223416	-0.510591418125289	1373	376	10	5	5228750
20211005 223525	-0.999977104180834	7880	341	18	5	2630000
20211005 223631	-0.217095268559158	2573	1141	19	5	3727500
20211005 223743	-0.617551108707832	1278	409	14	5	5212500
20211005 223809	-0.999636118381107	7462	2000	3	5	2630000
20211005 223918	-0.508044525421185	1276	169	12	5	5368750
20211005 224026	-0.0993694636438449	1809	741	13	5	4678750
20211005 224139	-0.999730165353614	2237	196	14	5	4838750
20211005 224241	-0.108157190645581	1424	181	10	5	5193750
20211005 224359	-0.999542845923	2113	337	20	5	5140000
20211005 224509	-0.999770390813324	2007	398	14	5	5091250
20211005 224643	-0.999822770562588	1279	143	20	5	4588750
20211005 224751	-0.702540770997326	2365	691	14	5	4810000
20211005 224854	-0.330042646285873	2049	359	11	5	5158750
20211005 224937	-0.999993533016503	1250	387	6	5	5266250
20211005 225052	-0.776504630588827	2761	387	20	5	5013750
20211005 225201	-0.161292966265409	1307	191	8	5	5543750
20211005 225312	-0.869515052169895	2240	548	20	5	4850000
20211005 225404	-0.589235689531192	1211	201	8	5	5402500
20211005 225457	-0.999987711729588	1285	181	8	5	5503750
20211005 225549	-0.999821236678295	1467	268	8	5	4928750
20211005 225621	-0.99483604404585	1137	135	4	5	2993750
20211005 225709	-0.99924076767773	1076	536	7	5	4956250
20211005 225752	-0.609494591765852	1265	529	6	5	5170000
20211005 225931	-0.999939484256553	2757	7	19	5	3658750
20211005 230033	-0.999961557849388	1173	109	10	5	4498750
20211005 230134	-0.907641896466544	1305	189	10	5	5368750
20211005 230221	-0.889043660649462	1237	191	7	5	4937500
20211005 230318	-0.717953880913837	1271	455	9	5	5e+06
20211005 230412	-0.119235483188533	3663	188	9	5	3872500
20211005 230438	-0.999682115330189	6427	168	3	5	2630000
20211005 230543	-0.999683741134609	2652	1326	20	5	3916250
20211005 230654	-0.582285976239099	1876	378	14	5	5211250
20211005 230747	-0.115598113790585	856	186	8	5	4366250
20211005 230911	-0.571115161366457	1344	177	17	5	5340000
20211005 231039	-0.135307046715536	1650	177	18	5	5115000
20211005 231120	-0.999847184273941	3934	542	6	5	3112500
20211005 231202	-0.552609381811584	3319	457	6	5	4231250
20211005 231229	-0.661840180057737	6576	1999	3	5	2630000
20211005 231327	-0.999991791353922	6667	990	12	5	2630000
20211005 231435	-0.108397366589311	3110	510	14	5	4610000
20211005 231548	-0.320341976765876	3675	476	19	5	3657500
20211005 231612	-0.194664912808602	7023	1	3	5	2630000
20211005 231654	-0.168262811393942	2858	520	6	5	4708750
20211005 231750	-0.597470627985337	1314	174	9	5	5408750
20211005 231838	-0.181916910445471	1464	173	7	5	4678750
20211005 231935	-0.999253822127262	7218	1	10	5	2482500
20211005 232002	-0.228337962792686	3297	1646	3	5	3005000
20211005 232058	-0.999424665220413	1281	258	9	5	5100000
20211005 232150	-0.140321883581462	1356	607	8	5	4996250
20211005 232300	-0.552280922756058	2722	454	14	5	5018750
20211005 232326	-0.145277981681701	3480	213	3	5	3666250
20211005 232427	-0.308678847355663	2903	411	11	5	5013750
20211005 232539	-0.570790420564343	1357	189	13	5	5303750
20211005 232627	-0.999700276480622	1325	483	7	5	5077500
20211005 232723	-0.450932238513176	7999	2000	12	5	2630000
20211005 232838	-0.808839314488415	1368	188	14	5	5303750
20211005 233003	-0.852163434019975	1841	179	18	5	4975000
20211005 233118	-0.856231728389144	2428	360	17	5	4937500
20211005 233245	-0.150166183203128	1344	198	18	5	5268750
20211005 233338	-0.577124408546486	1082	401	8	5	4987500
20211005 233434	-0.589242716987603	1788	569	9	5	5025000
20211005 233543	-0.997152470854511	1390	185	12	5	5062500
20211005 233659	-0.365563597841038	1400	425	19	5	5061250
20211005 233801	-0.460157087706475	7999	1065	19	5	2630000
20211005 233918	-0.861600710194063	1281	396	18	5	5153750
20211005 234030	-0.233038631238131	2565	622	19	5	4968750
20211005 234123	-0.127479270849746	1281	218	8	5	5226250
20211005 234243	-0.925462395298455	1335	195	16	5	5268750
20211005 234335	-0.139864127984819	1982	990	8	5	4276250
20211005 234415	-0.999846822289007	8000	927	6	5	2630000
20211005 234511	-0.162924181284056	1356	177	9	5	5417500
20211005 234620	-0.107944429817898	1953	379	13	5	5065000
20211005 234724	-0.721894535084833	2896	1447	16	5	3771250
20211005 234801	-0.998819625898943	1950	969	5	5	2585000
20211005 234859	-0.155053729218989	2661	618	10	5	4897500
20211005 234950	-0.156906454689456	2407	169	8	5	4577500
20211005 235101	-0.829927539987536	1286	602	14	5	4515000
20211005 235158	-0.998867781780364	4005	1999	11	5	2117500
20211005 235307	-0.999334556538025	2282	757	20	5	4693750
20211005 235423	-0.937709038626087	1740	392	19	5	5215000
20211005 235540	-0.321975821341482	1868	591	20	5	5031250
20211005 235652	-0.711653960871829	1314	188	8	5	5545000
20211005 235718	-0.070727681712729	6577	382	3	5	2630000
20211005 235809	-0.158220983179017	1364	370	8	5	5193750
20211005 235900	-0.163647892494141	1861	516	8	5	4963750
20211005 235927	0.0996895193371698	3295	828	3	5	0
20211006 000040	-0.500235409263879	1389	371	14	5	5062500
20211006 000157	-0.669760824866213	1311	190	11	5	5367500
20211006 000314	-0.727657886155657	1672	402	16	5	5157500
20211006 000422	-0.355722581197796	2617	527	13	5	4937500
20211006 000533	-0.632702168389523	1498	749	20	5	4763750
20211006 000643	-0.644372810932175	2722	629	19	5	4968750
20211006 000738	-0.99988538956822	7998	2000	15	5	2630000
20211006 000853	-0.999715202574994	2690	428	19	5	5013750
20211006 000936	-0.617752281660291	315	156	6	5	4218750
20211006 001053	-0.658210216202968	1310	165	15	5	5370000
20211006 001201	-0.348285705248565	1318	186	12	5	5140000
20211006 001255	-0.409592423021208	1258	564	8	5	4817500
20211006 001356	-0.998038931993245	2692	635	11	5	4968750
20211006 001507	-0.226286374259233	1968	701	18	5	4936250
