Feature	Gain	Cover	Frequency
E1027_1	0.28059481411774	0.120476632176964	0.05863539445629
E1028_31	0.153308443472518	0.0233931014003192	0.0191897654584222
E1026_38	0.1444127377702	0.0403658559733081	0.0202558635394456
E1028_150	0.113998753868849	0.0318599610817934	0.0213219616204691
E1028_4	0.0687481774462914	0.0496825489644723	0.0319829424307036
E1029_8	0.0633496175407205	0.0558717501239713	0.0447761194029851
E1028_102	0.0555460231452309	0.068999715334198	0.0319829424307036
E1026_84	0.0406775859452884	0.0890385732508107	0.0373134328358209
E1026_135	0.0272537483112468	0.119466979316218	0.0831556503198294
E1029_1	0.0252982667679106	0.0213818428589081	0.0437100213219616
E1026_1	0.00898724156910851	0.043877517627348	0.0330490405117271
E1026_7	0.00409996515113494	0.0213267643819139	0.0405117270788913
canarito2	0.00270324343642719	0.0264884811514733	0.0842217484008529
canarito1	0.00216536012100251	0.0220190517882533	0.0575692963752665
numero_de_cliente	0.00194161162420475	0.0578258098203034	0.0906183368869936
canarito3	0.00165563584038552	0.0187639291258537	0.0884861407249467
E1028_50	0.00159293412054335	0.0245365929164327	0.0319829424307036
E1028_69	0.00105960334039983	0.0372139415887642	0.0202558635394456
E1028_1	0.000863366005417035	0.0599126863078662	0.0533049040511727
E1028_38	0.00054205046834646	0.0142015356727533	0.0266524520255864
E1028_44	0.000456209019598706	0.017453516102931	0.0245202558635394
E1029_4	0.000409140914445853	0.0163091560023009	0.0159914712153518
E1029_3	0.000146978469148696	0.00621704695723731	0.0202558635394456
E1028_2	0.000141396659001377	0.0106427916285926	0.0138592750533049
canarito4	4.70948748393048e-05	0.00267421844701329	0.00639658848614073
