fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	lambda_l1	lambda_l2	max_bin	ratio_corte	iteracion_bayesiana	ganancia
20211014 193153	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	43	TRUE	0.0985658200976355	0.100152597856752	1170	781	7	23	20	0.0352596515546144	55	7879124.9574375
20211014 193211	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	24	TRUE	0.0565118022243433	0.940306028512802	5415	755	3	78	19	0.0354423550541831	56	7788624.9574125
20211014 193230	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	33	TRUE	0.0410712484314357	0.988130648826562	5488	395	12	24	20	0.035654800990243	57	7828874.956525
20211014 193246	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	13	TRUE	0.0494715397569354	0.806800995165225	1855	84	11	24	19	0.0353106385760651	58	7760124.9575125
20211014 193312	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	53	TRUE	0.0254580421768994	0.768430703121448	1932	814	12	27	20	0.0354763464061366	59	7873124.956875
20211014 193326	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	34	TRUE	0.0999092585359156	0.106527405465007	6321	800	0	82	20	0.0355783204545616	60	7834624.9565375
20211014 193346	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	TRUE	0.0455957523037661	0.74780176378568	1858	777	12	89	20	0.0361051863683081	61	7856374.95645
20211014 193430	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	214	TRUE	0.0201482110649689	0.158150404539145	539	1010	9	87	20	0.0335685819272269	62	7920874.9585
20211014 193450	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	67	TRUE	0.0374176696019753	0.100124529859145	1671	984	9	98	19	0.0357652728725668	63	7788124.95855
20211014 193513	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	52	TRUE	0.0227407286912136	0.269304053174055	1249	909	1	69	20	0.0348729999562837	64	7908124.957375
20211014 193543	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	60	TRUE	0.0200360745915237	0.538516263047952	1228	280	3	29	20	0.0342484089119113	65	7864374.958375
20211014 193608	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	57	TRUE	0.0200170579498483	0.400012403755778	1349	879	9	73	20	0.0344566059282601	66	7863124.9575
20211014 193622	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	22	TRUE	0.0415563918613571	0.113212686535964	163	665	2	81	20	0.0367212795770821	67	7847124.9548625
20211014 193644	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	57	TRUE	0.0360711431392476	0.166861439931076	640	982	5	62	20	0.0338957486629849	68	7915749.957675
20211014 193658	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	17	TRUE	0.0996744792149541	0.30164103482014	3231	17	0	82	20	0.0338447616402595	69	7859374.958125
20211014 193731	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	72	TRUE	0.0209937281969946	0.817756473225064	3517	38	0	29	20	0.0344332368705921	70	7853749.9588625
20211014 193758	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	77	TRUE	0.0287391501392429	0.293587584013263	1120	149	0	62	20	0.0351066904813396	71	7841999.957775
20211014 193824	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	44	TRUE	0.0239267318332558	0.810345140173042	5430	321	0	26	19	0.0357440282808091	72	7785624.9565625
20211014 193850	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	60	TRUE	0.0212851913918139	0.874104671242647	5624	69	12	67	20	0.0352723983122609	73	7822624.956375
20211014 193927	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	127	TRUE	0.0276506846003524	0.976787573638589	7391	806	12	79	20	0.0328250211577092	74	7844624.9599125
20211014 194005	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	94	TRUE	0.020199231443608	0.914201795393785	1651	1024	0	60	20	0.0337895256944238	75	7823624.9596875
20211014 194022	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	21	TRUE	0.0999632883930876	0.897845283411198	7998	85	7	81	20	0.0350854458874574	76	7801999.95765
20211014 194036	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	TRUE	0.0998549041097311	0.161861840630128	6279	10	6	84	19	0.0361561733895464	77	7918124.9564
20211014 194048	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	15	TRUE	0.0999279195378942	0.180773502231974	6756	277	9	86	20	0.0345585799775349	78	7836999.95715
20211014 194103	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	16	TRUE	0.0996217600109612	0.202637195213275	5162	23	2	65	19	0.035191668853894	79	7745749.9577125
20211014 194118	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	18	TRUE	0.0942884479339442	0.931450123128208	7027	850	6	28	20	0.0341591816177337	80	7780749.95915
20211014 194137	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	40	TRUE	0.0385240495244492	0.329652176253142	1700	8	6	98	20	0.0354997154597681	81	7844374.95675
20211014 194156	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	21	TRUE	0.0361720304347959	0.74348557959209	6914	8	7	30	19	0.0362114093336825	82	7817124.95715
20211014 194215	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	57	TRUE	0.0346727379758223	0.100531171443596	768	875	13	29	20	0.0353382565517447	83	7759374.9594375
20211014 194251	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	81	TRUE	0.0500374069710737	0.179738143199559	942	1019	4	89	20	0.033938237849687	84	7928124.9585
20211014 194327	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	121	TRUE	0.0200402094594494	0.192250912833185	361	1023	4	83	20	0.0332329173535336	85	7891999.95885
20211014 194349	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	62	TRUE	0.0283044914980247	0.133230880815376	1188	786	6	85	20	0.0345925713233275	86	7867499.958175
20211014 194406	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	26	TRUE	0.0512280598353057	0.960491858906881	6460	8	11	90	19	0.0362454006832992	87	7796874.956575
20211014 194429	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	36	TRUE	0.0221329659380504	0.790950915338674	6038	817	4	35	20	0.035964972053742	88	7828124.956175
20211014 194452	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	64	TRUE	0.0522227832279092	0.198072422624957	1777	963	0	25	20	0.0327867808911432	89	7858374.959775
20211014 194517	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	35	TRUE	0.021340485345801	0.688716490842242	3409	251	7	13	20	0.035514586675252	90	7850749.9565375
20211014 194535	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	66	TRUE	0.0954311622766902	0.146811684442339	5284	740	12	12	20	0.0360032123186085	91	7909624.9568
20211014 194606	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	152	TRUE	0.0574921739915482	0.122707728794047	6113	161	12	89	19	0.0360881906922252	92	7782874.9578875
20211014 194621	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	24	TRUE	0.0482102093321399	0.191212937837566	382	1012	11	86	20	0.036283640954539	93	7830874.955575
