fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	ratio_corte	iteracion_bayesiana	ganancia
20211012 055918	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	48	TRUE	0.0762512926501967	0.866298887972534	5219	747	0.0279812539012861	136	8058874.95795
20211012 060328	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	93	TRUE	0.0326105062675849	0.763551358571532	1503	146	0.0332541619591003	137	7945499.9548375
20211012 060623	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	96	TRUE	0.0395217505561374	0.644350323481252	6472	705	0.0315758390861725	138	7902124.9575
20211012 061012	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	243	TRUE	0.0339787461945601	0.249136901022005	6462	486	0.0313846377484562	139	7874124.9563125
20211012 061241	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	69	TRUE	0.050550059269648	0.34551758010604	1481	555	0.0294556286767265	140	7871874.957375
20211012 061430	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	52	TRUE	0.0400684700744227	0.299583487181342	1862	322	0.0275478642003661	141	8181874.9582
20211012 061621	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	26	TRUE	0.0842860434224084	0.794010410489817	2366	862	0.0369294765913064	142	7581874.95475
20211012 061848	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	82	TRUE	0.0648587466724776	0.401340392496344	4502	622	0.0322811595859375	143	8307124.954875
20211012 062054	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	108	TRUE	0.0222917021281086	0.157345719506242	2398	719	0.0275478641982417	144	7720124.959625
20211012 062326	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	87	TRUE	0.0614940486249887	0.397608983318415	2112	815	0.0317967828548566	145	7983124.955475
20211012 062636	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	219	TRUE	0.0234106697564945	0.173638870765595	4831	731	0.0335940754501679	146	7884374.955525
20211012 062829	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	21	TRUE	0.0869177825899795	0.799597129878076	1614	1021	0.0333221446555717	147	7788249.954775
20211012 063017	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	81	TRUE	0.0605756432142295	0.246322127698571	3769	59	0.0308365272393403	148	8135874.9575125
20211012 063254	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	132	TRUE	0.0481939120844379	0.314204794740933	5936	108	0.0315078563850273	149	7938124.95675
20211012 063815	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	161	TRUE	0.0247346729398705	0.552273014709749	1789	388	0.034244160006434	150	7970124.953925
20211012 064038	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	48	TRUE	0.0876225226901472	0.737446850959607	1722	498	0.0305688453682794	151	8268499.956775
20211012 064456	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	158	TRUE	0.0286571246234514	0.618664244750421	5041	812	0.0335218438327105	152	8129624.9554125
20211012 064830	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	97	TRUE	0.0351590017567948	0.699432512137364	2174	628	0.0327697852305687	153	7956874.955625
20211012 065045	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	59	TRUE	0.0676664551518299	0.492401009568176	3088	796	0.0278792798541358	154	8022374.9583375
20211012 065252	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	51	TRUE	0.0888155843699351	0.650432705142791	3450	78	0.0305093605076188	155	7661124.956925
20211012 065502	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	54	TRUE	0.068442591513358	0.930927747850423	4364	343	0.0361391777234484	156	8260499.9552
20211012 065747	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	112	TRUE	0.0278775979744457	0.348427509442042	4359	824	0.0295597271819266	157	8004374.9583625
20211012 065924	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	33	TRUE	0.0565860165369324	0.332031101642409	1194	640	0.0325042278088474	158	8025124.9579625
20211012 070132	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	71	TRUE	0.0810639778465405	0.448730958001176	5671	726	0.0318647655532401	159	7892374.9572875
20211012 070341	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	79	TRUE	0.0471676567303203	0.307823388262768	2285	983	0.0313017838335266	160	8398124.9564375
20211012 070601	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	40	TRUE	0.049090455441121	0.870953536618641	1942	376	0.0311127069502485	161	8047999.9569125
20211012 071122	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	176	TRUE	0.017816980074048	0.731373713323567	3125	594	0.0308832653466034	162	8039249.9561625
20211012 071316	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	33	TRUE	0.0552753778711148	0.479208899840596	2157	895	0.0339594824527043	163	7989374.957825
20211012 071456	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	10	TRUE	0.0639393110418692	0.88039967194018	1677	273	0.027853786330345	164	7914374.964375
20211012 071701	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	52	TRUE	0.0691858148624375	0.732710423911642	4945	430	0.0368444982183271	165	7823624.954225
20211012 071908	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	55	TRUE	0.0715979307790287	0.869488921309798	4826	664	0.0353573766903389	166	7799374.95775
