fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	lambda_l1	lambda_l2	max_bin	ratio_corte	iteracion_bayesiana	ganancia
20211014 230652	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	10	TRUE	0.0812074517990862	0.941645834800355	2837	71	17	99	174	0.0311042091142252	27	7983374.9582
20211014 230707	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	7	TRUE	0.0248017051829291	0.631694629308601	7031	997	8	15	820	0.0322471682361085	28	8039374.957775
20211014 230729	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	82	TRUE	0.0383444076138093	0.582361955572361	5857	301	15	36	158	0.030305412404183	29	7894999.9591625
20211014 230749	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	84	TRUE	0.0419116624655877	0.537214882406089	4943	490	17	12	125	0.0338065213830411	30	7854874.9554
20211014 230803	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	14	TRUE	0.0390515359954094	0.553909852140991	466	122	10	63	406	0.0328887549497655	31	8128374.95805
20211014 230814	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	7	TRUE	0.0422156864980381	0.579984781096399	5363	231	16	54	154	0.0364854645946138	32	7835124.9549125
20211014 230833	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	94	TRUE	0.0787041615645774	0.237845137974247	7211	209	8	94	983	0.037656041683254	33	8053124.95395
20211014 230846	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	7	TRUE	0.0724015290375613	0.934197028260236	5546	694	12	19	609	0.0334177453236864	34	7771124.95615
20211014 230901	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	16	TRUE	0.0368922697546706	0.981485266565159	7120	497	4	6	275	0.0302374297068617	35	8102124.9584625
20211014 230915	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	44	TRUE	0.0590905700746737	0.429148273405293	4506	627	14	69	119	0.033203174934038	36	8042749.9550625
20211014 230925	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	7	TRUE	0.0722885580231622	0.725425284748618	5848	63	15	9	221	0.0324596141674946	37	7766874.9569375
20211014 230939	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	6	TRUE	0.0331483896284515	0.735338085805272	5670	496	13	11	255	0.028533613328626	38	7938874.9586875
20211014 230952	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	19	TRUE	0.0821877816367708	0.377007967079198	573	131	6	18	522	0.0368062579526108	39	7425624.9555
20211014 231006	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	32	TRUE	0.0699181629019169	0.554787617225572	2036	193	15	61	359	0.0289967454622132	40	7850624.95825
20211014 231027	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	64	TRUE	0.0415253114677816	0.598612288615127	4453	535	18	69	287	0.0345925713339497	41	7976874.954875
20211014 231039	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	17	TRUE	0.0351110802751779	0.556604753305305	3906	262	19	65	327	0.0319837352779605	42	7948124.9565
20211014 231058	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	91	TRUE	0.0351729963181937	0.286896487178121	4821	57	19	72	250	0.0335430884257429	43	7746874.955425
20211014 231110	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	12	TRUE	0.0823097156186029	0.526476456716424	4484	387	14	62	879	0.0309427502047147	44	7803249.9577625
20211014 231125	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	14	TRUE	0.0393984545871988	0.644061654720153	823	728	9	88	301	0.0314186290938239	45	7976374.9561125
20211014 231135	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	5	TRUE	0.0531955505012907	0.218554691715003	4977	990	3	11	912	0.0325403436209752	46	7380749.9561875
20211014 231148	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	20	TRUE	0.0388941914373145	0.564725101305841	5459	284	20	90	278	0.0327103003652343	47	7872624.9568375
20211014 231210	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	92	TRUE	0.0463468193744212	0.518858220562473	5861	319	16	70	158	0.0302416786250858	48	7858749.958575
20211014 231226	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	43	TRUE	0.0263674062806927	0.416118183380575	5854	455	17	23	283	0.0312784147813822	49	7953499.95675
20211014 231241	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	41	TRUE	0.0835526953795739	0.271548253804725	4402	500	0	65	887	0.0304881159033268	50	7679374.96
20211014 231253	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	24	TRUE	0.0223817900859192	0.110280803149543	6353	926	10	85	53	0.0370909354995423	51	8034374.9555625
20211014 231310	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	8	TRUE	0.0366446685105935	0.690859638523124	6575	594	2	38	141	0.0333476381659784	52	8199624.95655
20211014 231321	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	4	TRUE	0.0789286301658675	0.865182046958571	3581	850	20	30	253	0.0324043782246331	53	8054249.9562875
20211014 231339	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	41	TRUE	0.0926500649040193	0.843643788228743	6986	350	6	75	578	0.0311424493820659	54	7809249.95685
20211014 231352	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	8	TRUE	0.0883649953387305	0.954471539789299	5700	383	6	58	718	0.0353701234479854	55	7692249.9550375
20211014 231426	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	223	TRUE	0.030079613837339	0.239362141349073	843	579	20	45	154	0.0363431258202983	56	7819374.954
20211014 231453	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	158	TRUE	0.0235116083890013	0.113335438270844	382	305	9	34	410	0.0346010691695481	57	7935124.956875
20211014 231513	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	100	TRUE	0.0463373430000991	0.140069491231535	5098	742	10	19	827	0.0339254910996886	58	7590124.9567
20211014 231526	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	17	TRUE	0.0812071824004501	0.564777502627228	2784	442	14	22	524	0.0331776814219318	59	8014874.956275
20211014 231544	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	52	TRUE	0.0409343586889864	0.821151199884294	5639	325	15	38	134	0.0311955608666651	60	7999999.9570625
20211014 231607	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	75	TRUE	0.0736815110662473	0.813049772630973	4030	350	0	38	155	0.0289924965439891	61	7806249.95795
20211014 231626	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	29	TRUE	0.0772912869936606	0.942162156975401	1915	357	4	54	482	0.0316863109725328	62	7882624.9566875
20211014 231645	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	78	TRUE	0.0865526822839491	0.485078257167665	3050	844	13	79	344	0.0272419420567907	63	7953124.95925
20211014 231700	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	17	TRUE	0.081425143779926	0.988585081121302	6628	536	10	99	734	0.0305476007718479	64	7914374.9573125
20211014 231718	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	62	TRUE	0.0513139969023131	0.418649375397502	5910	526	9	52	370	0.0358205088260505	65	7735624.9553625
20211014 231740	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	102	TRUE	0.0390513499537289	0.350184861877749	1665	80	17	0	528	0.0341294391982381	66	7721874.955775
20211014 231754	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	30	TRUE	0.0235117168374256	0.190496320807242	4080	426	7	96	477	0.033984975965023	67	7792124.9556
20211014 231809	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	47	TRUE	0.0722879629566824	0.467856975127117	4750	224	14	57	137	0.0311679428977837	68	7999374.956375
20211014 231822	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	7	TRUE	0.0787040890325408	0.858276770178983	7447	9	7	47	945	0.0315970836792049	69	8123874.9569875
20211014 231837	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	16	TRUE	0.0979648513840504	0.480707864610569	1605	369	0	43	460	0.0356505520758429	70	7712124.95545
20211014 231901	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	70	TRUE	0.0288066997590293	0.680756439114762	6793	597	9	29	176	0.0305815921225268	71	8053249.9568875
20211014 231933	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	14	TRUE	0.034612767189775	0.703902744800557	6501	790	1	62	71	0.0328887549510402	72	8288624.95625
20211014 231957	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	7	TRUE	0.0293468050811686	0.725609212757941	6448	939	1	42	49	0.0354359816836452	73	8151874.955875
20211014 232012	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	10	TRUE	0.0341490529081247	0.678144343822757	6543	717	2	63	95	0.0318775123108865	74	8069374.9567375
20211014 232026	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	9	TRUE	0.039562349790045	0.490851875782578	6510	650	4	48	68	0.0327761586064177	75	8271374.95625
20211014 232047	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	9	TRUE	0.0339470321963675	0.937196151663114	6438	453	11	51	69	0.0342611556780557	76	8307124.9556
20211014 232110	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	16	TRUE	0.0275267038994808	0.845391327635814	6519	726	15	57	68	0.0331181965572346	77	8263374.956175
20211014 232130	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	9	TRUE	0.0415133233665627	0.835171610097432	6386	656	10	55	68	0.0338532594881797	78	8319124.9555
20211014 232153	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	7	TRUE	0.0624217390107187	0.817685002058073	6429	629	6	56	69	0.0357312815346347	79	8330124.9551
20211014 232216	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	63	TRUE	0.064357440897194	0.885184887623575	6441	460	5	62	64	0.0308195315649569	80	8135624.9572875
20211014 232229	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	5	TRUE	0.0400714542468492	0.877637702075103	6342	664	10	52	75	0.0355570758655657	81	7898874.954525
20211014 232248	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	46	TRUE	0.0312000919397338	0.84495325486411	6181	674	5	56	64	0.0320347223030228	82	8226874.956125
20211014 232312	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	97	TRUE	0.0649962386901187	0.865567695476913	5241	657	16	55	60	0.0333688827613477	83	7987374.955375
20211014 232328	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	24	TRUE	0.0492593803210374	0.74457828744996	6847	473	9	56	66	0.0305730942831044	84	8208249.9575125
20211014 232340	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	8	TRUE	0.0570365183039529	0.957494654966448	4199	760	3	56	81	0.0349622272572596	85	7962249.9558875
20211014 232406	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	86	TRUE	0.0374562743524878	0.809310572666684	6449	721	12	56	65	0.031316655048798	86	8324374.9573125
20211014 232459	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	183	TRUE	0.0261299802170847	0.819314835498674	6751	620	15	27	65	0.0309002610186499	87	8262124.957425
20211014 232513	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	7	TRUE	0.0847256674003725	0.740721702264201	6460	736	3	63	69	0.0311212047907331	88	8328874.9556375
20211014 232525	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	5	TRUE	0.0784653984916213	0.727398510499763	6554	641	4	58	73	0.0316098304338772	89	8176749.9582375
20211014 232543	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	15	TRUE	0.042055459553361	0.751496400151792	6478	781	8	92	73	0.0326975536107745	90	8218374.9573375
20211014 232608	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	60	TRUE	0.0788544152127158	0.825611695675526	6574	716	11	75	65	0.0299187608115884	91	8323124.9574875
20211014 232630	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	26	TRUE	0.0686329814635289	0.740857818359531	6542	763	0	32	62	0.031008608446323	92	8128124.9569875
20211014 232644	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	11	TRUE	0.0369012472120792	0.819796106719145	6461	681	9	76	72	0.0332711576273228	93	8160749.9572875
20211014 232704	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	50	TRUE	0.0587573213173836	0.739250870869189	6331	798	3	79	67	0.0308875142635528	94	8320624.95725
20211014 232743	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	45	TRUE	0.0703228536312389	0.593275855742671	5984	624	10	76	68	0.0302671721391041	95	8223124.9579125
20211014 232759	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	13	TRUE	0.0343265813901549	0.838652902388601	7168	732	4	74	66	0.0327400427970517	96	8245499.956625
20211014 232818	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	37	TRUE	0.0509524714118719	0.829663415794309	6468	770	1	98	70	0.0305985877939359	97	8299374.9577125
20211014 232833	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	33	TRUE	0.0724803933832845	0.831135594758397	6441	758	4	46	62	0.0289202649265318	98	8019874.958075
20211014 232851	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	34	TRUE	0.049746933717352	0.809380765783207	6590	723	14	32	60	0.0335218438322856	99	8034374.955575
20211014 232906	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	25	TRUE	0.0775472846160232	0.828516938326106	6823	713	5	65	59	0.0312954104572528	100	7963249.9564875
20211014 232918	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	6	TRUE	0.0495550411674173	0.822257539731765	6884	500	11	56	73	0.032387382547063	101	8207874.9579125
20211014 232936	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	44	TRUE	0.076594326139597	0.742141061318328	6730	775	5	73	60	0.032965235487359	102	7951124.9567375
20211014 232953	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	16	TRUE	0.0444977036475162	0.739759743227577	5415	775	2	62	56	0.0313718909899599	103	7930624.957375
20211014 233006	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	36	TRUE	0.0572161695531011	0.125422517211339	168	56	17	21	672	0.0348007683473242	104	7768249.9551125
20211014 233025	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	24	TRUE	0.0699157385541126	0.979453518498596	4280	62	13	51	825	0.0303776440235523	105	7609624.9602625
20211014 233130	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	61	TRUE	0.0592941093625687	0.362580250277044	2103	206	18	24	822	0.0305051115864205	106	7736874.957075
20211014 233145	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	12	TRUE	0.0353564629398845	0.441094944561343	4924	313	3	51	425	0.0301906916051222	107	7903874.95765
20211014 233158	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	8	TRUE	0.0877239929476939	0.942429615885764	7710	709	6	55	580	0.0283806522538641	108	7984999.95925
20211014 233213	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	11	TRUE	0.0335166379644722	0.588675269983639	6466	73	1	68	641	0.0344778505287281	109	8043124.954875
20211014 233227	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	6	TRUE	0.0801309708440118	0.868176440970879	130	696	13	73	268	0.0346775497067166	110	7795874.955125
20211014 233326	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	58	TRUE	0.0362385011035949	0.749027577659953	1648	724	8	44	526	0.0321473186455208	111	7976874.9568
20211014 233341	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	4	TRUE	0.0889948868536204	0.156269980777637	7681	481	1	59	254	0.0325700860513055	112	8068999.956175
20211014 233423	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	7	TRUE	0.0217058914984949	0.769895573233557	6191	593	6	28	908	0.0328717592764444	113	7951374.956475
20211014 233506	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	4	TRUE	0.0950063991696388	0.723221552400454	1331	566	6	3	766	0.0295236113734104	114	8197124.9585
20211014 233617	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	122	TRUE	0.0441999513128959	0.637571240463667	7003	896	16	59	789	0.0317415469141196	115	7918374.9567
20211014 233717	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	43	TRUE	0.022553127366621	0.581141910320683	1426	652	1	51	617	0.0304158842930926	116	7963124.95745
20211014 233741	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	11	TRUE	0.0414560114777274	0.798186682740855	2170	711	14	25	741	0.0350769480612066	117	7980124.954575
20211014 233829	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	95	TRUE	0.0316889552925341	0.49109890520731	2213	309	8	98	551	0.0371631671203987	118	7982624.95375
20211014 233854	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	22	TRUE	0.0311842041281052	0.449709800072736	2131	112	15	81	437	0.0333603849236249	119	8120624.955875
