fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	lambda_l1	lambda_l2	ratio_corte	iteracion_bayesiana	ganancia
20211013 114813	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	174	TRUE	0.0280536176001791	0.742599401911273	2550	208	17	0	0.036627803370204	128	8240624.953925
20211013 115227	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	151	TRUE	0.0378914478821123	0.878817327102314	1994	760	14	160	0.0350726991310856	129	7996874.9578625
20211013 115741	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	155	TRUE	0.0251709329363142	0.81275404602321	1966	742	7	15	0.0342993959467461	130	8368124.955
20211013 120330	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	210	TRUE	0.0267055179512655	0.656454999674062	3923	808	6	37	0.0302990390298211	131	8004874.9577
20211013 120817	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	163	TRUE	0.030596476691345	0.756157513911245	2692	731	23	0	0.0355740715405864	132	8323124.955125
20211013 121526	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	309	TRUE	0.0259292032645906	0.760056380097624	1018	794	31	85	0.0308407761477919	133	7784374.9604375
20211013 121908	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	91	TRUE	0.0368416099606107	0.812619480162635	1994	326	6	8	0.029816786764438	134	8341124.95655
20211013 122539	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	230	TRUE	0.025374539979756	0.846752641611851	2544	755	6	52	0.0302416786293347	135	8278124.95725
20211013 123241	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	262	TRUE	0.0309039671947063	0.775909251214319	2759	825	14	98	0.0303946396943242	136	8108249.9591875
20211013 123703	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	119	TRUE	0.033464082510966	0.776688739343369	2572	367	13	2	0.0359947144915079	137	8269499.9538875
20211013 124333	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	203	TRUE	0.0254141081525969	0.778996029525817	1894	564	9	31	0.0303096613251688	138	8141124.9581375
20211013 124855	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	171	TRUE	0.0377179515929444	0.812541613806895	2980	552	2	58	0.0306113345517948	139	8107124.957075
20211013 125457	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	228	TRUE	0.0378908047190337	0.807645854788348	3214	858	8	176	0.0352851450690575	140	8174499.958275
