Feature	Gain	Cover	Frequency
ctrx_quarter	0.281782084164862	0.0554982479168425	0.0195177956371986
V16	0.16400702119032	0.0110186922989778	0.00267891312667432
V135	0.0613200143029407	0.0190222755554675	0.0068886337543054
V138	0.0549567368836722	0.0651189842935267	0.0179869881362419
V48	0.0407757783040233	0.000297040172901144	0.000765403750478377
V157	0.0315283618744106	0.00173688429448387	0.000382701875239189
V138i	0.0237488798682832	0.0390818670538663	0.0099502487562189
mactivos_margen	0.0161248203333715	0.0127409349113987	0.0183696900114811
mcuentas_saldo	0.0159146197168509	0.0164065065834397	0.0187523918867202
V131	0.0114374150047873	0.0135607584087258	0.00459242250287027
V153	0.0108055586264865	0.00310014002067857	0.00459242250287027
mtarjeta_visa_consumo	0.00962048270325095	0.00718311770959636	0.00765403750478377
V29	0.00936467882519068	0.00718356050240069	0.00497512437810945
V101b	0.00899001867824111	0.010996286983079	0.00956754688097972
mvr_msaldototal	0.00821258424854903	0.00872487797497449	0.00841944125526215
V6	0.00817177776059028	0.0172367357116684	0.0107156525066973
ctarjeta_visa_transacciones	0.00792207974031358	0.0125439216329945	0.0068886337543054
V106	0.00648220390702557	0.00108417080150892	0.00191350937619594
mv_msaldototal	0.0063896022896301	0.00275390556721696	0.0034443168771527
V30	0.00594350657705887	0.00305453236183313	0.000765403750478377
mcaja_ahorro	0.00590376465720637	0.0027532339981304	0.00382701875239189
mv_status01	0.00586519172090852	0.00567466284298352	0.00306161500191351
mtransferencias_recibidas	0.00535082900847889	0.0102081010316209	0.0114810562571757
mrentabilidad_annual	0.00526402407330385	0.00572011552434745	0.0107156525066973
V131i	0.0051079474447193	0.0109804940397247	0.0034443168771527
mpasivos_margen	0.0049397312924041	0.00239384859838034	0.00420972062763108
V142	0.00480915951779199	0.00173688429448387	0.000382701875239189
tcallcenter	0.00474093510731264	0.00688560522437061	0.00650593187906621
cproductos	0.00469219628292636	0.0174183398004821	0.0133945656333716
V153i	0.00461193952289969	0.000626323041837197	0.00191350937619594
Visa_status	0.00441462993636331	0.00849221249594208	0.00420972062763108
mcuenta_debitos_automaticos	0.00403528494722778	0.00687381217601542	0.00841944125526215
mvr_msaldopesos	0.00381996109694734	0.00216770693333165	0.00420972062763108
mprestamos_personales	0.00367867600157779	0.0020626322008654	0.00306161500191351
V36b	0.00350038807120073	0.0137161713031637	0.0068886337543054
ccallcenter_transacciones	0.00331959065710622	0.00277408953921409	0.00267891312667432
mv_fechaalta	0.00319667886409399	0.00455069972812596	0.0110983543819365
V127	0.0031420811909846	0.0080559730251214	0.00956754688097972
V127i	0.00307934606945721	0.00306785304536323	0.00727133562954459
thomebanking	0.00302224348723605	0.00603744298756674	0.00803673938002296
Master_fechaalta	0.00286464554425001	0.00540322347405242	0.0110983543819365
mv_msaldopesos	0.00284337065614914	0.00491437283819789	0.00382701875239189
V5	0.00279035774620659	0.00128416555146224	0.00382701875239189
V25	0.00265017317522174	0.000154822504032127	0.000382701875239189
V83b	0.00256472265355373	0.0165546355362465	0.0133945656333716
mv_status02	0.00231815723246968	0.00538190300052419	0.00267891312667432
mtarjeta_master_consumo	0.00222302390214046	0.00477991142328463	0.00382701875239189
V111	0.00208881411703142	0.00187092505623303	0.00497512437810945
chomebanking_transacciones	0.0020277949836516	0.00214571489071685	0.00535782625334864
V73b	0.00193855554318143	0.000483588781363134	0.00153080750095675
V143i	0.00193006451958539	0.00248185366823987	0.000765403750478377
ccaja_seguridad	0.00189212091918603	0.003430382274024	0.00382701875239189
V40	0.00183732796859158	0.0077778179653247	0.00306161500191351
Visa_fechaalta	0.0017990400542443	0.00228146778464273	0.00765403750478377
V105c	0.00174785141084611	0.0128564521741669	0.00650593187906621
Visa_msaldopesos	0.00168337352190121	0.0013505697123508	0.00153080750095675
ccuenta_debitos_automaticos	0.00167994137691132	0.00547443931674797	0.00535782625334864
V120	0.0015681233706201	0.00388931487606632	0.00114810562571757
Visa_mpagominimo	0.00151120805011709	0.00354891790774171	0.00459242250287027
V106b	0.00148151595355984	0.00108845113195073	0.00420972062763108
V58	0.00146270359760374	0.000662934626874776	0.00306161500191351
canarito47	0.00141003425136281	0.00245667351743394	0.00727133562954459
V69	0.00140219762527264	0.00730467909414363	0.00727133562954459
Visa_msaldototal	0.00139199182239054	0.000964830760863348	0.00191350937619594
V155i	0.00134310161770093	0.000244761102470543	0.000765403750478377
mvr_msaldopesos2	0.00127252151433594	0.00477100390803763	0.00650593187906621
canarito58	0.00117904963885272	0.00390854684353415	0.00918484500574053
canarito67	0.00117248368095359	0.00330977289400602	0.00918484500574053
V148i	0.00114884842178242	0.00383503585813618	0.00497512437810945
V128i	0.00112353332610199	0.00110245076444746	0.0034443168771527
V119	0.00109589972482557	0.000775241641811661	0.000382701875239189
V118	0.000985163216286473	0.000791912790894486	0.000382701875239189
V52b	0.000943188019071808	0.00548404792060182	0.00650593187906621
cliente_edad	0.000942642525411136	0.00563505502663668	0.00765403750478377
canarito71	0.000940084000177916	0.00247583906598112	0.00612323000382702
canarito95	0.000906681023011661	0.0107131136048333	0.00841944125526215
V159	0.000882480138113756	0.00558634781816097	0.00191350937619594
tpaquete4	0.000859287193021123	0.0184894260746233	0.00803673938002296
canarito91	0.000839310628683184	0.0027524664906029	0.00459242250287027
V53b	0.000838224478921006	0.00573415205624455	0.00574052812858783
V101	0.000836220260126289	0.00158570745120735	0.0034443168771527
canarito52	0.000815834276842987	0.00262732586422067	0.00497512437810945
canarito32	0.000801865200682318	0.00651173312003906	0.00727133562954459
canarito69	0.000790541866893556	0.0014522201804636	0.00382701875239189
canarito98	0.000780713834859084	0.00511988773844513	0.00650593187906621
V102	0.00073101969753752	0.00368225758088402	0.00535782625334864
canarito35	0.000730381688790136	0.00966639569469014	0.00612323000382702
mcomisiones	0.000730072924691292	0.00291923702047172	0.0034443168771527
V118b	0.000729739808893903	0.000791912790894486	0.000382701875239189
V11	0.000726281176466415	0.0138398580931717	0.0068886337543054
ccomisiones_otras	0.000711499145247602	0.00493772277874595	0.00382701875239189
V10	0.000711384366971862	0.013468222092502	0.00727133562954459
V13	0.000708622988612377	0.00161214956150561	0.00497512437810945
canarito29	0.000678710979227549	0.00142460466923389	0.0034443168771527
V52	0.000652382125345825	0.000358735970303717	0.00114810562571757
canarito84	0.000637047244133321	0.00118332687015736	0.00420972062763108
V112	0.00063075669754072	0.000998741309794547	0.00229621125143513
Master_mfinanciacion_limite	0.000627424154992112	0.00204292054119288	0.00382701875239189
V11b	0.000622795792184857	0.00114008815281506	0.0034443168771527
canarito27	0.000622737498067418	0.00153001149630338	0.00650593187906621
V105d	0.000616044164727883	0.001682324841111	0.00229621125143513
canarito6	0.000614482843814712	0.00184832786345232	0.0034443168771527
canarito16	0.000612102599279881	0.000958159349278189	0.0034443168771527
V128	0.000607349072930581	0.00128575960555781	0.0034443168771527
